Date,Region,Warehouse Capacity,Current Stock Level
2024/1/11,Fujian,42106,9315
2024/1/12,Fujian,15471,38440
2024/1/13,Fujian,29456,41971
2024/1/14,Fujian,16334,20820
2024/1/15,Fujian,12312,5438
2024/1/16,Fujian,26946,11365
2024/1/17,Fujian,24153,14280
2024/1/18,Fujian,25645,23204
2024/1/19,Fujian,46776,18844
2024/1/20,Fujian,10268,41489
2024/1/21,Fujian,32786,25657
2024/1/22,Fujian,39911,23681
2024/1/23,Fujian,38039,44413
2024/1/24,Fujian,20233,18171
2024/1/25,Fujian,10596,29729
2024/1/26,Fujian,12850,15606
2024/1/27,Fujian,19124,39662
2024/1/28,Fujian,26385,26235
2024/1/29,Fujian,40568,14161
2024/1/30,Fujian,13015,23455
2024/1/31,Fujian,15737,23314
2024/2/1,Fujian,42154,8946
2024/2/2,Fujian,14876,38476
2024/2/3,Fujian,33814,15278
2024/2/4,Fujian,18044,38035
2024/2/5,Fujian,18013,20929
2024/2/6,Fujian,12665,39376
2024/2/7,Fujian,44573,39591
2024/2/8,Fujian,17529,21128
2024/2/9,Fujian,32648,26754
2024/2/10,Fujian,39725,40471
2024/2/11,Fujian,47031,5361
2024/2/12,Fujian,27369,24520
2024/2/13,Fujian,14393,35389
2024/2/14,Fujian,42579,40126
2024/2/15,Fujian,11879,37162
2024/2/16,Fujian,11969,38462
2024/2/17,Fujian,39548,7464
2024/2/18,Fujian,46596,38037
2024/2/19,Fujian,36047,35908
2024/2/20,Fujian,32997,7779
2024/2/21,Fujian,16391,43694
2024/2/22,Fujian,18829,30970
2024/2/23,Fujian,28793,24733
2024/2/24,Fujian,13233,41470
2024/2/25,Fujian,22353,10955
2024/2/26,Fujian,47855,19193
2024/2/27,Fujian,13478,44435
2024/2/28,Fujian,38946,10194
2024/3/1,Fujian,28847,5687
2024/3/2,Fujian,12770,27110
2024/3/3,Fujian,11258,29865
2024/3/4,Fujian,40379,30740
2024/3/5,Fujian,11826,7161
2024/3/6,Fujian,14862,12147
2024/3/7,Fujian,18527,21652
2024/3/8,Fujian,29569,24505
2024/3/9,Fujian,46021,18111
2024/3/10,Fujian,23785,30471
2024/3/11,Fujian,38424,22399
2024/3/12,Fujian,47078,15858
2024/3/13,Fujian,14781,31798
2024/3/14,Fujian,28399,5243
2024/3/15,Fujian,44704,17116
2024/3/16,Fujian,18814,42858
2024/3/17,Fujian,37549,22853
2024/3/18,Fujian,19620,9556
2024/3/19,Fujian,32233,5914
2024/3/20,Fujian,49145,37751
2024/3/21,Fujian,20287,8708
2024/3/22,Fujian,27578,5636
2024/3/23,Fujian,20134,38407
2024/3/24,Fujian,15115,17597
2024/3/25,Fujian,39761,15163
2024/3/26,Fujian,16012,16742
2024/3/27,Fujian,18196,14550
2024/3/28,Fujian,40728,38812
2024/3/29,Fujian,41660,16162
2024/3/30,Fujian,16168,23125
2024/3/31,Fujian,31913,9431
2024/4/1,Fujian,40893,16847
2024/4/2,Fujian,31407,32653
2024/4/3,Fujian,42878,43363
2024/4/4,Fujian,47896,33243
2024/4/5,Fujian,30387,12232
2024/4/6,Fujian,40803,6572
2024/4/7,Fujian,13591,18231
2024/4/8,Fujian,36330,29091
2024/4/9,Fujian,34922,30386
2024/4/10,Fujian,40785,44749
2024/4/11,Fujian,37907,41822
2024/4/12,Fujian,13504,15954
2024/4/13,Fujian,23597,40290
2024/4/14,Fujian,49497,20534
2024/4/15,Fujian,35208,21169
2024/4/16,Fujian,11396,24172
2024/4/17,Fujian,34144,11743
2024/4/18,Fujian,21357,37388
2024/4/19,Fujian,29231,18863
2024/4/20,Fujian,49108,19214
2024/4/21,Fujian,45700,37431
2024/4/22,Fujian,10782,24178
2024/4/23,Fujian,25895,16931
2024/4/24,Fujian,34651,20405
2024/4/25,Fujian,38884,5078
2024/4/26,Fujian,45400,27796
2024/4/27,Fujian,49052,43452
2024/4/28,Fujian,28300,21523
2024/4/29,Fujian,13060,15155
2024/4/30,Fujian,35628,40732
2024/5/1,Fujian,15477,33446
2024/5/2,Fujian,11451,8078
2024/5/3,Fujian,40962,11928
2024/5/4,Fujian,18928,14215
2024/5/5,Fujian,25903,31389
2024/5/6,Fujian,11153,34244
2024/5/7,Fujian,41819,44842
2024/5/8,Fujian,38090,31105
2024/5/9,Fujian,45147,31361
2024/5/10,Fujian,47732,6572
2024/5/11,Fujian,39129,34703
2024/5/12,Fujian,39928,27622
2024/5/13,Fujian,13756,24912
2024/5/14,Fujian,37049,19692
2024/5/15,Fujian,28108,27655
2024/5/16,Fujian,22339,17514
2024/5/17,Fujian,22431,39499
2024/5/18,Fujian,28873,23940
2024/5/19,Fujian,23319,32835
2024/5/20,Fujian,21830,7530
2024/5/21,Fujian,17692,42534
2024/5/22,Fujian,11033,11050
2024/5/23,Fujian,14849,40747
2024/5/24,Fujian,49768,5732
2024/5/25,Fujian,44568,10496
2024/5/26,Fujian,39862,18604
2024/5/27,Fujian,12599,44565
2024/5/28,Fujian,38178,30816
2024/5/29,Fujian,36721,31463
2024/5/30,Fujian,32037,23014
2024/5/31,Fujian,29106,30563
2024/6/1,Fujian,16811,28223
2024/6/2,Fujian,20480,15339
2024/6/3,Fujian,45994,5091
2024/6/4,Fujian,39982,41742
2024/6/5,Fujian,14036,12288
2024/6/6,Fujian,11820,27901
2024/6/7,Fujian,27527,13181
2024/6/8,Fujian,15691,29487
2024/6/9,Fujian,35750,10416
2024/6/10,Fujian,47252,39107
2024/6/11,Fujian,39492,32007
2024/6/12,Fujian,48534,9718
2024/6/13,Fujian,44158,5115
2024/6/14,Fujian,35835,27101
2024/6/15,Fujian,19055,13920
2024/6/16,Fujian,43134,28462
2024/6/17,Fujian,43605,34570
2024/6/18,Fujian,48497,9481
2024/6/19,Fujian,27590,21585
2024/6/20,Fujian,13082,25894
2024/6/21,Fujian,48118,12106
2024/6/22,Fujian,28992,6443
2024/6/23,Fujian,33675,27695
2024/6/24,Fujian,38979,21773
2024/6/25,Fujian,44772,5026
2024/6/26,Fujian,29093,36542
2024/6/27,Fujian,23790,11571
2024/6/28,Fujian,46007,33159
2024/6/29,Fujian,24818,11418
2024/1/1,Shandong,33857,29467
2024/1/2,Shandong,25782,37890
2024/1/3,Shandong,31051,31125
2024/1/4,Shandong,40340,42024
2024/1/5,Shandong,17659,28374
2024/1/6,Shandong,26681,10300
2024/1/7,Shandong,49720,28599
2024/1/8,Shandong,32314,30217
2024/1/9,Shandong,48418,15719
2024/1/10,Shandong,30096,22564
2024/1/11,Shandong,46602,6651
2024/1/12,Shandong,18233,32483
2024/1/13,Shandong,29541,43883
2024/1/14,Shandong,26400,30051
2024/1/15,Shandong,23779,9103
2024/1/16,Shandong,42620,26403
2024/1/17,Shandong,27666,39070
2024/1/18,Shandong,25208,28252
2024/1/19,Shandong,42446,10190
2024/1/20,Shandong,26726,33730
2024/1/21,Shandong,10794,11243
2024/1/22,Shandong,29136,42491
2024/1/23,Shandong,45760,6776
2024/1/24,Shandong,31365,31613
2024/1/25,Shandong,11304,30280
2024/1/26,Shandong,39516,7204
2024/1/27,Shandong,36665,16869
2024/1/28,Shandong,15990,20844
2024/1/29,Shandong,39758,31962
2024/1/30,Shandong,30659,33552
2024/1/31,Shandong,39788,7706
2024/2/1,Shandong,21431,18190
2024/2/2,Shandong,37725,20176
2024/2/3,Shandong,36848,22202
2024/2/4,Shandong,43031,33371
2024/2/5,Shandong,47445,21333
2024/2/6,Shandong,31706,25440
2024/2/7,Shandong,45639,15918
2024/2/8,Shandong,27322,7066
2024/2/9,Shandong,30092,6764
2024/2/10,Shandong,48894,39990
2024/2/11,Shandong,43554,8088
2024/2/12,Shandong,35179,31195
2024/2/13,Shandong,18490,8827
2024/2/14,Shandong,10111,11483
2024/2/15,Shandong,48170,7662
2024/2/16,Shandong,44725,27357
2024/2/17,Shandong,25052,35107
2024/2/18,Shandong,28224,6019
2024/2/19,Shandong,43283,18212
2024/2/20,Shandong,14778,30127
2024/2/21,Shandong,38649,17139
2024/2/22,Shandong,33976,22475
2024/2/23,Shandong,39694,29724
2024/2/24,Shandong,46518,34961
2024/2/25,Shandong,14157,44349
2024/2/26,Shandong,46876,44959
2024/2/27,Shandong,21955,18568
2024/2/28,Shandong,14901,15879
2024/3/1,Shandong,45669,7493
2024/3/2,Shandong,41012,10509
2024/3/3,Shandong,21908,14740
2024/3/4,Shandong,36102,31871
2024/3/5,Shandong,17867,12796
2024/3/6,Shandong,45525,28096
2024/3/7,Shandong,28144,22293
2024/3/8,Shandong,22047,26912
2024/3/9,Shandong,21790,34657
2024/3/10,Shandong,30844,26708
2024/3/11,Shandong,29484,43705
2024/3/12,Shandong,16540,28495
2024/3/13,Shandong,27287,27638
2024/3/14,Shandong,44862,27226
2024/3/15,Shandong,47358,41817
2024/3/16,Shandong,19917,33127
2024/3/17,Shandong,12494,30281
2024/3/18,Shandong,27336,16996
2024/3/19,Shandong,28873,18581
2024/3/20,Shandong,30539,42425
2024/3/21,Shandong,36878,22654
2024/3/22,Shandong,30831,15035
2024/3/23,Shandong,26589,22356
2024/3/24,Shandong,32611,36135
2024/3/25,Shandong,22680,6100
2024/3/26,Shandong,22489,13754
2024/3/27,Shandong,19537,10309
2024/3/28,Shandong,13526,22838
2024/3/29,Shandong,49107,35594
2024/3/30,Shandong,20404,8287
2024/3/31,Shandong,29080,17397
2024/4/1,Shandong,17123,40933
2024/4/2,Shandong,30601,25558
2024/4/3,Shandong,32203,10798
2024/4/4,Shandong,30802,15089
2024/4/5,Shandong,39239,36536
2024/4/6,Shandong,13482,34218
2024/4/7,Shandong,45586,28865
2024/4/8,Shandong,22245,19981
2024/4/9,Shandong,27436,40129
2024/4/10,Shandong,33668,37626
2024/4/11,Shandong,13152,18504
2024/4/12,Shandong,42934,26212
2024/4/13,Shandong,10720,21516
2024/4/14,Shandong,33820,29915
2024/4/15,Shandong,20115,21658
2024/4/16,Shandong,48464,40291
2024/4/17,Shandong,11473,24490
2024/4/18,Shandong,18689,30233
2024/4/19,Shandong,39828,17147
2024/4/20,Shandong,41478,42975
2024/4/21,Shandong,19445,23799
2024/4/22,Shandong,22926,8632
2024/4/23,Shandong,10109,35514
2024/4/24,Shandong,46697,36077
2024/4/25,Shandong,37437,33146
2024/4/26,Shandong,24394,27548
2024/4/27,Shandong,32538,36160
2024/4/28,Shandong,37887,33253
2024/4/29,Shandong,44112,43492
2024/4/30,Shandong,36144,33079
2024/5/1,Shandong,12801,18366
2024/5/2,Shandong,26249,30513
2024/5/3,Shandong,14316,6760
2024/5/4,Shandong,32777,33913
2024/5/5,Shandong,10144,36983
2024/5/6,Shandong,46119,12829
2024/5/7,Shandong,35995,42378
2024/5/8,Shandong,28597,13398
2024/5/9,Shandong,49779,6791
2024/5/10,Shandong,11349,23414
2024/5/11,Shandong,30577,10702
2024/5/12,Shandong,23353,35967
2024/5/13,Shandong,20723,25037
2024/5/14,Shandong,37908,35432
2024/5/15,Shandong,41289,14917
2024/5/16,Shandong,25954,36012
2024/5/17,Shandong,44053,31546
2024/5/18,Shandong,35888,28260
2024/5/19,Shandong,20717,26715
2024/5/20,Shandong,13993,15504
2024/5/21,Shandong,10335,5665
2024/5/22,Shandong,29986,31118
2024/5/23,Shandong,36429,26098
2024/5/24,Shandong,24291,11093
2024/5/25,Shandong,22818,31144
2024/5/26,Shandong,32336,16395
2024/5/27,Shandong,41491,15052
2024/5/28,Shandong,37435,9969
2024/5/29,Shandong,18072,35167
2024/5/30,Shandong,29044,25659
2024/5/31,Shandong,45796,5657
2024/6/1,Shandong,49422,27948
2024/6/2,Shandong,42897,25388
2024/6/3,Shandong,48193,35472
2024/6/4,Shandong,49073,18915
2024/6/5,Shandong,41080,24973
2024/6/6,Shandong,18955,32435
2024/6/7,Shandong,41416,27092
2024/6/8,Shandong,42106,38899
2024/6/9,Shandong,19891,22233
2024/6/10,Shandong,42592,29613
2024/6/11,Shandong,13022,42239
2024/6/12,Shandong,48378,31358
2024/6/13,Shandong,33213,17387
2024/6/14,Shandong,44616,35488
2024/6/15,Shandong,40660,37684
2024/6/16,Shandong,30097,35139
2024/6/17,Shandong,11680,26142
2024/6/18,Shandong,25765,12018
2024/6/19,Shandong,21557,23284
2024/6/20,Shandong,44956,31290
2024/6/21,Shandong,29663,36001
2024/6/22,Shandong,48201,18548
2024/6/23,Shandong,19580,31643
2024/6/24,Shandong,22802,31973
2024/6/25,Shandong,21889,26750
2024/6/26,Shandong,29599,30001
2024/6/27,Shandong,20572,25702
2024/6/28,Shandong,43415,38591
2024/6/29,Shandong,14681,25904
2024/1/1,Henan,22311,39121
2024/1/2,Henan,22568,20818
2024/1/3,Henan,44825,29524
2024/1/4,Henan,41224,32405
2024/1/5,Henan,43773,27056
2024/1/6,Henan,10257,10992
2024/1/7,Henan,20877,23234
2024/1/8,Henan,37511,21510
2024/1/9,Henan,33689,41484
2024/1/10,Henan,27620,11068
2024/1/11,Henan,20355,5952
2024/1/12,Henan,15682,20222
2024/1/13,Henan,46811,7119
2024/1/14,Henan,26668,39136
2024/1/15,Henan,40475,28907
2024/1/16,Henan,12453,41906
2024/1/17,Henan,48106,24485
2024/1/18,Henan,11058,37589
2024/1/19,Henan,23638,30430
2024/1/20,Henan,16027,17960
2024/1/21,Henan,48068,14105
2024/1/22,Henan,28681,14607
2024/1/23,Henan,13836,33942
2024/1/24,Henan,34642,18287
2024/1/25,Henan,10772,35527
2024/1/26,Henan,43366,11626
2024/1/27,Henan,17079,18049
2024/1/28,Henan,28391,17148
2024/1/29,Henan,47000,10675
2024/1/30,Henan,32741,12079
2024/1/31,Henan,38027,26066
2024/2/1,Henan,13647,6847
2024/2/2,Henan,13449,28047
2024/2/3,Henan,20550,18324
2024/2/4,Henan,26714,32189
2024/2/5,Henan,22685,18165
2024/2/6,Henan,26120,36549
2024/2/7,Henan,37752,44418
2024/2/8,Henan,30005,17676
2024/2/9,Henan,28733,18332
2024/2/10,Henan,33129,28838
2024/2/11,Henan,46674,38840
2024/2/12,Henan,14792,39548
2024/2/13,Henan,22465,37551
2024/2/14,Henan,16760,30816
2024/2/15,Henan,41357,29549
2024/2/16,Henan,21298,20748
2024/2/17,Henan,22102,28632
2024/2/18,Henan,36449,34036
2024/2/19,Henan,30108,22293
2024/2/20,Henan,32200,35022
2024/2/21,Henan,34093,22230
2024/2/22,Henan,33420,16975
2024/2/23,Henan,33890,22522
2024/2/24,Henan,32365,5983
2024/2/25,Henan,48799,44031
2024/2/26,Henan,29655,22499
2024/2/27,Henan,12303,24278
2024/2/28,Henan,23881,10851
2024/3/1,Henan,36182,30872
2024/3/2,Henan,16406,5263
2024/3/3,Henan,30520,18033
2024/3/4,Henan,36028,36865
2024/3/5,Henan,39207,24481
2024/3/6,Henan,49195,18084
2024/3/7,Henan,24166,6381
2024/3/8,Henan,26815,37377
2024/3/9,Henan,28769,34853
2024/3/10,Henan,11391,28967
2024/3/11,Henan,43288,21910
2024/3/12,Henan,48655,8372
2024/3/13,Henan,10256,41979
2024/3/14,Henan,46294,28317
2024/3/15,Henan,14581,36062
2024/3/16,Henan,36874,11154
2024/3/17,Henan,16713,15728
2024/3/18,Henan,41190,22231
2024/3/19,Henan,33541,12672
2024/3/20,Henan,38682,20560
2024/3/21,Henan,22180,26061
2024/3/22,Henan,37437,27538
2024/3/23,Henan,43642,14993
2024/3/24,Henan,12515,29291
2024/3/25,Henan,32203,36173
2024/3/26,Henan,41757,39889
2024/3/27,Henan,44548,38224
2024/3/28,Henan,39632,9691
2024/3/29,Henan,10198,29444
2024/3/30,Henan,45703,36116
2024/3/31,Henan,27964,6729
2024/4/1,Henan,34994,40591
2024/4/2,Henan,13107,28506
2024/4/3,Henan,34159,33370
2024/4/4,Henan,23339,15731
2024/4/5,Henan,41080,19180
2024/4/6,Henan,43187,6655
2024/4/7,Henan,29008,6796
2024/4/8,Henan,20106,44340
2024/4/9,Henan,26427,28945
2024/4/10,Henan,40403,35172
2024/4/11,Henan,34998,16370
2024/4/12,Henan,47648,11757
2024/4/13,Henan,30857,26352
2024/4/14,Henan,34503,10269
2024/4/15,Henan,25766,19217
2024/4/16,Henan,41538,39147
2024/4/17,Henan,31422,8993
2024/4/18,Henan,43412,27646
2024/4/19,Henan,32801,30207
2024/4/20,Henan,27570,43449
2024/4/21,Henan,43694,14737
2024/4/22,Henan,25627,36192
2024/4/23,Henan,48999,5503
2024/4/24,Henan,41427,10755
2024/4/25,Henan,44833,11796
2024/4/26,Henan,14399,14896
2024/4/27,Henan,12280,16815
2024/4/28,Henan,35398,6675
2024/4/29,Henan,33802,23280
2024/4/30,Henan,22182,23880
2024/5/1,Henan,28501,27361
2024/5/2,Henan,15572,37638
2024/5/3,Henan,24988,12028
2024/5/4,Henan,32209,40067
2024/5/5,Henan,41568,20077
2024/5/6,Henan,35266,34050
2024/5/7,Henan,44211,5852
2024/5/8,Henan,23397,21236
2024/5/9,Henan,22735,12493
2024/5/10,Henan,38049,43905
2024/5/11,Henan,16784,29451
2024/5/12,Henan,13804,19171
2024/5/13,Henan,33778,8413
2024/5/14,Henan,30388,5441
2024/5/15,Henan,37623,33932
2024/5/16,Henan,17210,31472
2024/5/17,Henan,29824,30069
2024/5/18,Henan,11699,39469
2024/5/19,Henan,48667,44659
2024/5/20,Henan,47756,34020
2024/5/21,Henan,11104,17866
2024/5/22,Henan,16731,43137
2024/5/23,Henan,22105,9363
2024/5/24,Henan,45759,20042
2024/5/25,Henan,44309,12239
2024/5/26,Henan,19997,6889
2024/5/27,Henan,37289,38598
2024/5/28,Henan,22395,20924
2024/5/29,Henan,47390,8192
2024/5/30,Henan,27070,23899
2024/5/31,Henan,44578,39623
2024/6/1,Henan,11674,25105
2024/6/2,Henan,33910,10526
2024/6/3,Henan,43499,22270
2024/6/4,Henan,29276,20812
2024/6/5,Henan,18603,29269
2024/6/6,Henan,24722,40716
2024/6/7,Henan,29899,9254
2024/6/8,Henan,22902,8869
2024/6/9,Henan,12652,7460
2024/6/10,Henan,41146,6844
2024/6/11,Henan,48759,25655
2024/6/12,Henan,11647,26489
2024/6/13,Henan,20094,14894
2024/6/14,Henan,22072,30178
2024/6/15,Henan,25550,18450
2024/6/16,Henan,29050,19240
2024/6/17,Henan,16410,34931
2024/6/18,Henan,12203,7675
2024/6/19,Henan,16379,6570
2024/6/20,Henan,30548,38433
2024/6/21,Henan,36760,22457
2024/6/22,Henan,30807,20088
2024/6/23,Henan,36415,20896
2024/6/24,Henan,36642,7948
2024/6/25,Henan,11958,39710
2024/6/26,Henan,18235,12082
2024/6/27,Henan,30187,39505
2024/6/28,Henan,41891,7807
2024/6/29,Henan,42338,42254
2024/1/1,Hunan,29111,24472
2024/1/2,Hunan,20244,36524
2024/1/3,Hunan,18913,21726
2024/1/4,Hunan,47447,41850
2024/1/5,Hunan,11074,24011
2024/1/6,Hunan,12807,39644
2024/1/7,Hunan,25303,22984
2024/1/8,Hunan,49791,15404
2024/1/9,Hunan,49781,10078
2024/1/10,Hunan,48061,38742
2024/1/11,Hunan,43240,30026
2024/1/12,Hunan,27899,29135
2024/1/13,Hunan,18204,35992
2024/1/14,Hunan,17049,24778
2024/1/15,Hunan,44950,36229
2024/1/16,Hunan,23604,8640
2024/1/17,Hunan,32747,6157
2024/1/18,Hunan,28745,29312
2024/1/19,Hunan,18957,35699
2024/1/20,Hunan,41017,22177
2024/1/21,Hunan,47863,5337
2024/1/22,Hunan,37963,34211
2024/1/23,Hunan,13222,8848
2024/1/24,Hunan,29591,39665
2024/1/25,Hunan,30315,10445
2024/1/26,Hunan,23854,25505
2024/1/27,Hunan,22680,17196
2024/1/28,Hunan,15088,44081
2024/1/29,Hunan,41238,38095
2024/1/30,Hunan,44015,30835
2024/1/31,Hunan,17925,26677
2024/2/1,Hunan,46617,44677
2024/2/2,Hunan,19853,37986
2024/2/3,Hunan,22925,20894
2024/2/4,Hunan,29997,16295
2024/2/5,Hunan,49540,44898
2024/2/6,Hunan,27569,18623
2024/2/7,Hunan,33946,41766
2024/2/8,Hunan,49566,28433
2024/2/9,Hunan,27114,38107
2024/2/10,Hunan,47582,35553
2024/2/11,Hunan,35603,41193
2024/2/12,Hunan,10489,16399
2024/2/13,Hunan,23962,24337
2024/2/14,Hunan,25042,30601
2024/2/15,Hunan,18265,8396
2024/2/16,Hunan,20502,10602
2024/2/17,Hunan,25190,18509
2024/2/18,Hunan,15216,19726
2024/2/19,Hunan,34220,33373
2024/2/20,Hunan,45101,14090
2024/2/21,Hunan,29992,37139
2024/2/22,Hunan,46405,15201
2024/2/23,Hunan,17932,12639
2024/2/24,Hunan,19250,22651
2024/2/25,Hunan,39139,36210
2024/2/26,Hunan,47152,12143
2024/2/27,Hunan,24225,25971
2024/2/28,Hunan,19449,25838
2024/3/1,Hunan,17249,38160
2024/3/2,Hunan,46375,31931
2024/3/3,Hunan,40282,26158
2024/3/4,Hunan,38087,9834
2024/3/5,Hunan,20065,8961
2024/3/6,Hunan,34320,32354
2024/3/7,Hunan,18708,10213
2024/3/8,Hunan,13675,23633
2024/3/9,Hunan,45359,13635
2024/3/10,Hunan,46284,12649
2024/3/11,Hunan,21993,40769
2024/3/12,Hunan,37486,36532
2024/3/13,Hunan,29273,34730
2024/3/14,Hunan,10123,32133
2024/3/15,Hunan,38263,42289
2024/3/16,Hunan,40206,29066
2024/3/17,Hunan,36379,12099
2024/3/18,Hunan,42646,27045
2024/3/19,Hunan,21731,34176
2024/3/20,Hunan,35795,31897
2024/3/21,Hunan,36615,43826
2024/3/22,Hunan,15749,35011
2024/3/23,Hunan,31469,37695
2024/3/24,Hunan,13198,17398
2024/3/25,Hunan,16102,22000
2024/3/26,Hunan,37272,39020
2024/3/27,Hunan,16399,35514
2024/3/28,Hunan,31298,30247
2024/3/29,Hunan,12828,38605
2024/3/30,Hunan,49431,30105
2024/3/31,Hunan,49050,6996
2024/4/1,Hunan,43917,36542
2024/4/2,Hunan,17341,11651
2024/4/3,Hunan,23044,21815
2024/4/4,Hunan,41168,27165
2024/4/5,Hunan,22790,11579
2024/4/6,Hunan,46384,13035
2024/4/7,Hunan,22278,24381
2024/4/8,Hunan,43837,25215
2024/4/9,Hunan,26448,23544
2024/4/10,Hunan,41907,22758
2024/4/11,Hunan,28707,40555
2024/4/12,Hunan,30799,10892
2024/4/13,Hunan,38948,21256
2024/4/14,Hunan,28618,35412
2024/4/15,Hunan,39858,9094
2024/4/16,Hunan,13901,8069
2024/4/17,Hunan,37062,40059
2024/4/18,Hunan,13262,29995
2024/4/19,Hunan,28201,26618
2024/4/20,Hunan,28893,34605
2024/4/21,Hunan,46598,34277
2024/4/22,Hunan,48535,8797
2024/4/23,Hunan,23724,10248
2024/4/24,Hunan,48710,37676
2024/4/25,Hunan,10778,44093
2024/4/26,Hunan,49813,41640
2024/4/27,Hunan,29345,26169
2024/4/28,Hunan,18648,32843
2024/4/29,Hunan,32330,41325
2024/4/30,Hunan,43139,28684
2024/5/1,Hunan,33902,13525
2024/5/2,Hunan,32494,36798
2024/5/3,Hunan,19175,17102
2024/5/4,Hunan,10658,16577
2024/5/5,Hunan,37406,32789
2024/5/6,Hunan,38439,32587
2024/5/7,Hunan,33939,44522
2024/5/8,Hunan,26961,43618
2024/5/9,Hunan,26896,17897
2024/5/10,Hunan,23770,41816
2024/5/11,Hunan,22000,36181
2024/5/12,Hunan,29637,43599
2024/5/13,Hunan,49470,15088
2024/5/14,Hunan,14622,34161
2024/5/15,Hunan,17601,30858
2024/5/16,Hunan,45760,8870
2024/5/17,Hunan,33962,33504
2024/5/18,Hunan,35954,9840
2024/5/19,Hunan,25630,42174
2024/5/20,Hunan,12662,22454
2024/5/21,Hunan,22090,10208
2024/5/22,Hunan,44694,36750
2024/5/23,Hunan,32653,41902
2024/5/24,Hunan,18079,30157
2024/5/25,Hunan,20484,41117
2024/5/26,Hunan,37510,15423
2024/5/27,Hunan,43986,19850
2024/5/28,Hunan,22396,40709
2024/5/29,Hunan,26612,35997
2024/5/30,Hunan,32990,9160
2024/5/31,Hunan,30151,24772
2024/6/1,Hunan,14674,10191
2024/6/2,Hunan,25177,15126
2024/6/3,Hunan,27167,42289
2024/6/4,Hunan,17109,27628
2024/6/5,Hunan,13242,11914
2024/6/6,Hunan,46571,27332
2024/6/7,Hunan,43132,41461
2024/6/8,Hunan,19728,8909
2024/6/9,Hunan,23799,18399
2024/6/10,Hunan,19464,20213
2024/6/11,Hunan,19161,34991
2024/6/12,Hunan,31868,38553
2024/6/13,Hunan,18494,43812
2024/6/14,Hunan,20236,23747
2024/6/15,Hunan,22729,30067
2024/6/16,Hunan,13770,23391
2024/6/17,Hunan,46912,37996
2024/6/18,Hunan,36874,35390
2024/6/19,Hunan,14013,14111
2024/6/20,Hunan,36198,30790
2024/6/21,Hunan,35386,22666
2024/6/22,Hunan,22993,17476
2024/6/23,Hunan,38319,34314
2024/6/24,Hunan,24766,24211
2024/6/25,Hunan,45919,42950
2024/6/26,Hunan,29213,41540
2024/6/27,Hunan,23035,5081
2024/6/28,Hunan,23657,31590
2024/6/29,Hunan,14370,14596
2024/1/1,Hubei,21650,9380
2024/1/2,Hubei,41377,12520
2024/1/3,Hubei,34026,19709
2024/1/4,Hubei,49145,39852
2024/1/5,Hubei,44374,34950
2024/1/6,Hubei,26423,31629
2024/1/7,Hubei,20533,39677
2024/1/8,Hubei,44790,25319
2024/1/9,Hubei,19662,10951
2024/1/10,Hubei,47134,28584
2024/1/11,Hubei,43249,20060
2024/1/12,Hubei,39859,31315
2024/1/13,Hubei,15881,10861
2024/1/14,Hubei,41410,40162
2024/1/15,Hubei,17577,19876
2024/1/16,Hubei,12672,16699
2024/1/17,Hubei,12733,35820
2024/1/18,Hubei,30755,44466
2024/1/19,Hubei,24292,30399
2024/1/20,Hubei,23268,44822
2024/1/21,Hubei,49663,44719
2024/1/22,Hubei,45756,43260
2024/1/23,Hubei,30928,27435
2024/1/24,Hubei,17011,43376
2024/1/25,Hubei,48706,17206
2024/1/26,Hubei,44107,39140
2024/1/27,Hubei,44945,13084
2024/1/28,Hubei,46143,33036
2024/1/29,Hubei,36562,38793
2024/1/30,Hubei,47563,26924
2024/1/31,Hubei,48883,40571
2024/2/1,Hubei,41111,26161
2024/2/2,Hubei,44897,34491
2024/2/3,Hubei,44227,32486
2024/2/4,Hubei,16511,25948
2024/2/5,Hubei,25159,30406
2024/2/6,Hubei,39101,44135
2024/2/7,Hubei,29622,27793
2024/2/8,Hubei,18977,27479
2024/2/9,Hubei,35875,44567
2024/2/10,Hubei,43885,22632
2024/2/11,Hubei,24479,21019
2024/2/12,Hubei,38794,37750
2024/2/13,Hubei,43799,12907
2024/2/14,Hubei,27819,35471
2024/2/15,Hubei,12469,7077
2024/2/16,Hubei,36807,5354
2024/2/17,Hubei,20519,32814
2024/2/18,Hubei,23782,37060
2024/2/19,Hubei,26891,25123
2024/2/20,Hubei,39824,16453
2024/2/21,Hubei,40906,42626
2024/2/22,Hubei,40493,22029
2024/2/23,Hubei,38132,39114
2024/2/24,Hubei,28005,23652
2024/2/25,Hubei,14951,42283
2024/2/26,Hubei,48421,32725
2024/2/27,Hubei,43606,40492
2024/2/28,Hubei,23042,12223
2024/3/1,Hubei,33553,44132
2024/3/2,Hubei,40553,19089
2024/3/3,Hubei,15810,25667
2024/3/4,Hubei,31508,35351
2024/3/5,Hubei,34531,9118
2024/3/6,Hubei,31830,28196
2024/3/7,Hubei,32294,12165
2024/3/8,Hubei,33700,44960
2024/3/9,Hubei,17461,44094
2024/3/10,Hubei,25140,16502
2024/3/11,Hubei,46768,28461
2024/3/12,Hubei,10977,13560
2024/3/13,Hubei,14138,14060
2024/3/14,Hubei,38377,33135
2024/3/15,Hubei,29794,40848
2024/3/16,Hubei,35335,33404
2024/3/17,Hubei,15262,41497
