Date,Region,Active Shipments,Completed Shipments,Returned Shipments
2024/3/15,Liaoning,99,235,71
2024/3/15,Shaanxi,21,55,8
2024/3/15,Shandong,38,64,6
2024/3/15,Shanghai,82,150,43
2024/3/15,Shenzhen,17,53,8
2024/3/15,Sichuan,149,261,10
2024/3/15,Yunnan,91,153,-10
2024/3/15,Zhejiang,46,71,11
2024/3/16,Anhui,96,323,55
2024/3/16,Beijing,108,246,21
2024/3/16,Chongqing,36,92,52
2024/3/16,Fujian,110,229,89
2024/3/16,Guangdong,107,192,56
2024/3/16,Guangxi,83,239,71
2024/3/16,Heilongjiang,102,164,21
2024/3/16,Henan,141,205,51
2024/3/16,Hubei,65,185,69
2024/3/16,Hunan,103,261,16
2024/3/16,Jiangsu,70,155,-1
2024/3/16,Jilin,62,160,10
2024/3/16,Liaoning,27,73,20
2024/3/16,Shaanxi,71,195,45
2024/3/16,Shandong,130,211,30
2024/3/16,Shanghai,73,129,42
2024/3/16,Shenzhen,60,99,-2
2024/3/16,Sichuan,107,205,81
2024/3/16,Yunnan,33,102,17
2024/3/16,Zhejiang,102,222,118
2024/3/17,Anhui,112,191,21
2024/3/17,Beijing,26,57,6
2024/3/17,Chongqing,159,305,18
2024/3/17,Fujian,107,158,28
2024/3/17,Guangdong,17,32,6
2024/3/17,Guangxi,149,233,78
2024/3/17,Heilongjiang,85,229,69
2024/3/17,Henan,82,130,2
2024/3/17,Hubei,21,43,0
2024/3/17,Hunan,66,126,0
2024/3/17,Jiangsu,150,199,38
2024/3/17,Jilin,61,104,-2
2024/3/17,Liaoning,162,246,-2
2024/3/17,Shaanxi,133,225,54
2024/3/17,Shandong,78,135,-6
2024/3/17,Shanghai,77,146,26
2024/3/17,Shenzhen,44,78,0
2024/3/17,Sichuan,120,255,65
2024/3/17,Yunnan,86,220,50
2024/3/17,Zhejiang,99,165,5
2024/3/18,Anhui,92,177,-15
2024/3/18,Beijing,113,259,87
2024/3/18,Chongqing,31,76,4
2024/3/18,Fujian,69,205,26
2024/3/18,Guangdong,119,208,27
2024/3/18,Guangxi,18,35,16
2024/3/18,Heilongjiang,107,271,13
2024/3/18,Henan,26,53,10
2024/3/18,Hubei,176,230,45
2024/3/18,Hunan,62,149,48
2024/3/18,Jiangsu,95,169,-19
2024/3/18,Jilin,45,91,8
2024/3/18,Liaoning,159,248,3
2024/3/18,Shaanxi,163,284,-8
2024/3/18,Shandong,76,136,-5
2024/3/18,Shanghai,86,168,37
2024/3/18,Shenzhen,16,39,16
2024/3/18,Sichuan,175,299,-8
2024/3/18,Yunnan,22,51,28
2024/3/18,Zhejiang,12,34,11
2024/3/19,Anhui,119,248,60
2024/3/19,Beijing,20,56,5
2024/3/19,Chongqing,95,176,7
2024/3/19,Fujian,180,255,26
2024/3/19,Guangdong,88,226,111
2024/3/19,Guangxi,114,279,92
2024/3/19,Heilongjiang,33,69,-2
2024/3/19,Henan,53,161,49
2024/3/19,Hubei,70,136,56
2024/3/19,Hunan,172,323,-8
2024/3/19,Jiangsu,75,131,55
2024/3/19,Jilin,114,273,104
2024/3/19,Liaoning,117,241,41
2024/3/19,Shaanxi,93,200,53
2024/3/19,Shandong,123,219,0
2024/3/19,Shanghai,115,183,17
2024/3/19,Shenzhen,123,264,61
2024/3/19,Sichuan,33,60,3
2024/3/19,Yunnan,120,166,41
2024/3/19,Zhejiang,167,263,36
2024/3/20,Anhui,76,236,31
2024/3/20,Beijing,34,70,15
2024/3/20,Chongqing,145,254,-24
2024/3/20,Fujian,92,160,-2
2024/3/20,Guangdong,61,122,31
2024/3/20,Guangxi,29,79,24
2024/3/20,Heilongjiang,145,231,31
2024/3/20,Henan,78,152,-7
2024/3/20,Hubei,53,81,21
2024/3/20,Hunan,82,124,7
2024/3/20,Jiangsu,161,274,-4
2024/3/20,Jilin,145,261,85
2024/3/20,Liaoning,42,67,3
2024/3/20,Shaanxi,47,104,28
2024/3/20,Shandong,54,101,6
2024/3/20,Shanghai,106,190,27
2024/3/20,Shenzhen,20,62,14
2024/3/20,Sichuan,53,159,24
2024/3/20,Yunnan,168,320,10
2024/3/20,Zhejiang,44,96,30
2024/3/21,Anhui,72,178,9
2024/3/21,Beijing,163,270,-18
2024/3/21,Chongqing,120,236,31
2024/3/21,Fujian,79,230,79
2024/3/21,Guangdong,42,109,54
2024/3/21,Guangxi,105,217,102
2024/3/21,Heilongjiang,93,257,45
2024/3/21,Henan,60,169,18
2024/3/21,Hubei,46,95,16
2024/3/21,Hunan,51,111,11
2024/3/21,Jiangsu,51,122,58
2024/3/21,Jilin,41,129,31
2024/3/21,Liaoning,100,187,21
2024/3/21,Shaanxi,72,104,13
2024/3/21,Shandong,64,92,27
2024/3/21,Shanghai,135,270,14
2024/3/21,Shenzhen,45,109,3
2024/3/21,Sichuan,130,282,22
2024/3/21,Yunnan,169,213,43
2024/3/21,Zhejiang,123,254,111
2024/3/22,Anhui,41,73,26
2024/3/22,Beijing,163,273,-5
2024/3/22,Chongqing,138,238,30
2024/3/22,Fujian,186,240,44
2024/3/22,Guangdong,44,80,9
2024/3/22,Guangxi,67,208,32
2024/3/22,Heilongjiang,69,129,5
2024/3/22,Henan,89,224,21
2024/3/22,Hubei,49,92,14
2024/3/22,Hunan,74,136,21
2024/3/22,Jiangsu,17,34,7
2024/3/22,Jilin,72,196,61
2024/3/22,Liaoning,25,46,21
2024/3/22,Shaanxi,38,76,36
2024/3/22,Shandong,81,160,59
2024/3/22,Shanghai,138,320,9
2024/3/22,Shenzhen,64,118,49
2024/3/22,Sichuan,82,192,83
2024/3/22,Yunnan,173,281,44
2024/3/22,Zhejiang,35,101,14
2024/3/23,Anhui,130,252,32
2024/3/23,Beijing,42,120,24
2024/3/23,Chongqing,17,48,12
2024/3/23,Fujian,174,280,-16
2024/3/23,Guangdong,36,52,4
2024/3/23,Guangxi,20,36,6
2024/3/23,Heilongjiang,94,156,16
2024/3/23,Henan,147,221,31
2024/3/23,Hubei,20,32,5
2024/3/23,Hunan,15,33,8
2024/3/23,Jiangsu,114,214,11
2024/3/23,Jilin,66,107,-6
2024/3/23,Liaoning,74,202,86
2024/3/23,Shaanxi,21,51,25
2024/3/23,Shandong,38,67,0
2024/3/23,Shanghai,98,151,2
2024/3/23,Shenzhen,70,155,37
2024/3/23,Sichuan,71,117,32
2024/3/23,Yunnan,163,296,30
2024/3/23,Zhejiang,89,180,-4
2024/3/24,Anhui,23,64,11
2024/3/24,Beijing,66,130,-8
2024/3/24,Chongqing,63,107,26
2024/3/24,Fujian,29,80,15
2024/3/24,Guangdong,51,135,17
2024/3/24,Guangxi,62,162,29
2024/3/24,Heilongjiang,94,287,57
2024/3/24,Henan,77,164,13
2024/3/24,Hubei,91,150,31
2024/3/24,Hunan,78,162,66
2024/3/24,Jiangsu,145,308,46
2024/3/24,Jilin,107,166,38
2024/3/24,Liaoning,92,243,64
2024/3/24,Shaanxi,10,27,15
2024/3/24,Shandong,31,71,5
2024/3/24,Shanghai,72,175,45
2024/3/24,Shenzhen,36,74,-2
2024/3/24,Sichuan,53,91,28
2024/3/24,Yunnan,115,199,40
2024/3/24,Zhejiang,128,186,22
2024/3/25,Anhui,54,106,40
2024/3/25,Beijing,106,297,41
2024/3/25,Chongqing,56,85,8
2024/3/25,Fujian,107,290,93
2024/3/25,Guangdong,72,134,55
2024/3/25,Guangxi,77,105,15
2024/3/25,Heilongjiang,21,54,23
2024/3/25,Henan,93,157,17
2024/3/25,Hubei,94,231,82
2024/3/25,Hunan,110,201,-4
2024/3/25,Jiangsu,85,228,26
2024/3/25,Jilin,112,312,30
2024/3/25,Liaoning,63,90,15
2024/3/25,Shaanxi,109,227,65
2024/3/25,Shandong,163,347,-11
2024/3/25,Shanghai,15,51,9
2024/3/25,Shenzhen,122,274,57
2024/3/25,Sichuan,134,272,-9
2024/3/25,Yunnan,67,102,33
2024/3/25,Zhejiang,35,60,6
2024/3/26,Anhui,128,204,-2
2024/3/26,Beijing,104,153,30
2024/3/26,Chongqing,67,147,76
2024/3/26,Fujian,117,296,43
2024/3/26,Guangdong,68,154,32
2024/3/26,Guangxi,100,284,75
2024/3/26,Heilongjiang,48,126,64
2024/3/26,Henan,142,240,16
2024/3/26,Hubei,52,97,26
2024/3/26,Hunan,87,246,45
2024/3/26,Jiangsu,39,76,1
2024/3/26,Jilin,112,184,12
2024/3/26,Liaoning,84,127,12
2024/3/26,Shaanxi,89,183,67
2024/3/26,Shandong,113,299,50
2024/3/26,Shanghai,36,66,17
2024/3/26,Shenzhen,168,264,59
2024/3/26,Sichuan,153,267,-27
2024/3/26,Yunnan,138,207,54
2024/3/26,Zhejiang,125,298,42
2024/3/27,Anhui,89,246,105
2024/3/27,Beijing,121,162,28
2024/3/27,Chongqing,64,98,7
2024/3/27,Fujian,50,169,24
2024/3/27,Guangdong,61,101,0
2024/3/27,Guangxi,33,60,7
2024/3/27,Heilongjiang,109,176,-8
2024/3/27,Henan,48,98,20
2024/3/27,Hubei,43,133,32
2024/3/27,Hunan,67,110,1
2024/3/27,Jiangsu,84,216,114
2024/3/27,Jilin,76,189,44
2024/3/27,Liaoning,62,113,28
2024/3/27,Shaanxi,78,116,7
2024/3/27,Shandong,122,282,57
2024/3/27,Shanghai,29,59,15
2024/3/27,Shenzhen,108,222,-1
2024/3/27,Sichuan,104,147,31
2024/3/27,Yunnan,59,172,60
2024/3/27,Zhejiang,115,207,-6
2024/3/28,Anhui,82,191,31
2024/3/28,Beijing,46,130,39
2024/3/28,Chongqing,93,175,76
2024/3/28,Fujian,52,70,14
2024/3/28,Guangdong,19,32,13
2024/3/28,Guangxi,52,79,7
2024/3/28,Heilongjiang,117,186,4
2024/3/28,Henan,67,180,20
2024/3/28,Hubei,162,328,-17
2024/3/28,Hunan,78,175,-1
2024/3/28,Jiangsu,65,132,3
2024/3/28,Jilin,146,303,-15
2024/3/28,Liaoning,196,302,-2
2024/3/28,Shaanxi,62,175,36
2024/3/28,Shandong,124,157,31
2024/3/28,Shanghai,82,161,73
2024/3/28,Shenzhen,124,228,39
2024/3/28,Sichuan,63,110,-11
2024/3/28,Yunnan,29,48,2
2024/3/28,Zhejiang,91,224,115
2024/3/29,Anhui,99,327,47
2024/3/29,Beijing,24,58,2
2024/3/29,Chongqing,125,220,42
2024/3/29,Fujian,37,76,4
2024/3/29,Guangdong,22,69,20
2024/3/29,Guangxi,83,243,51
2024/3/29,Heilongjiang,77,127,34
2024/3/29,Henan,137,273,-17
2024/3/29,Hubei,46,97,37
2024/3/29,Hunan,82,245,83
2024/3/29,Jiangsu,107,328,55
2024/3/29,Jilin,83,128,25
2024/3/29,Liaoning,157,261,-10
2024/3/29,Shaanxi,51,85,19
2024/3/29,Shandong,21,62,18
2024/3/29,Shanghai,130,235,-5
2024/3/29,Shenzhen,92,286,33
2024/3/29,Sichuan,27,69,10
2024/3/29,Yunnan,96,143,40
2024/3/29,Zhejiang,90,148,39
2024/3/30,Anhui,84,145,23
2024/3/30,Beijing,125,207,47
2024/3/30,Chongqing,65,162,79
2024/3/30,Fujian,61,88,26
2024/3/30,Guangdong,116,229,71
2024/3/30,Guangxi,157,329,12
2024/3/30,Heilongjiang,40,76,36
2024/3/30,Henan,58,158,53
2024/3/30,Hubei,153,228,34
2024/3/30,Hunan,41,72,25
2024/3/30,Jiangsu,46,84,38
2024/3/30,Jilin,116,177,60
2024/3/30,Liaoning,74,198,76
2024/3/30,Shaanxi,31,87,37
2024/3/30,Shandong,145,253,4
2024/3/30,Shanghai,66,127,17
2024/3/30,Shenzhen,55,97,16
2024/3/30,Sichuan,58,119,50
2024/3/30,Yunnan,89,264,66
2024/3/30,Zhejiang,145,325,4
2024/3/31,Anhui,109,276,65
2024/3/31,Beijing,94,169,39
2024/3/31,Chongqing,126,253,-5
2024/3/31,Fujian,62,169,17
2024/3/31,Guangdong,93,303,51
2024/3/31,Guangxi,166,330,-5
2024/3/31,Heilongjiang,62,140,47
2024/3/31,Henan,103,273,101
2024/3/31,Hubei,79,176,12
2024/3/31,Hunan,87,191,62
2024/3/31,Jiangsu,137,229,68
2024/3/31,Jilin,86,207,29
2024/3/31,Liaoning,21,44,5
2024/3/31,Shaanxi,124,174,39
2024/3/31,Shandong,126,224,-26
2024/3/31,Shanghai,35,89,15
2024/3/31,Shenzhen,19,49,18
2024/3/31,Sichuan,54,102,32
2024/3/31,Yunnan,101,146,45
2024/3/31,Zhejiang,103,178,35
2024/4/1,Anhui,68,141,41
2024/4/1,Beijing,93,286,67
2024/4/1,Chongqing,68,125,35
2024/4/1,Fujian,133,237,67
2024/4/1,Guangdong,93,168,-16
2024/4/1,Guangxi,107,298,74
2024/4/1,Heilongjiang,118,231,-17
2024/4/1,Henan,69,109,9
2024/4/1,Hubei,17,45,5
2024/4/1,Hunan,51,145,38
2024/4/1,Jiangsu,53,149,54
2024/4/1,Jilin,137,297,21
2024/4/1,Liaoning,89,224,70
2024/4/1,Shaanxi,92,203,4
2024/4/1,Shandong,45,78,1
2024/4/1,Shanghai,163,272,-9
2024/4/1,Shenzhen,110,272,13
2024/4/1,Sichuan,98,172,-6
2024/4/1,Yunnan,31,74,16
2024/4/1,Zhejiang,97,262,33
2024/4/2,Anhui,36,101,36
2024/4/2,Beijing,28,71,8
2024/4/2,Chongqing,44,73,18
2024/4/2,Fujian,68,165,45
2024/4/2,Guangdong,62,155,48
2024/4/2,Guangxi,138,221,58
2024/4/2,Heilongjiang,129,205,30
2024/4/2,Henan,21,33,4
2024/4/2,Hubei,25,65,32
2024/4/2,Hunan,15,39,17
2024/4/2,Jiangsu,27,49,3
2024/4/2,Jilin,98,202,44
2024/4/2,Liaoning,158,336,-7
2024/4/2,Shaanxi,128,218,-12
2024/4/2,Shandong,23,51,3
2024/4/2,Shanghai,147,280,2
2024/4/2,Shenzhen,56,106,2
2024/4/2,Sichuan,51,110,53
2024/4/2,Yunnan,27,50,3
2024/4/2,Zhejiang,145,234,-11
2024/4/3,Anhui,167,298,-11
2024/4/3,Beijing,83,214,30
2024/4/3,Chongqing,50,121,23
2024/4/3,Fujian,79,153,9
2024/4/3,Guangdong,66,170,13
2024/4/3,Guangxi,31,61,16
2024/4/3,Heilongjiang,10,25,15
2024/4/3,Henan,71,200,60
2024/4/3,Hubei,26,51,-1
2024/4/3,Hunan,66,132,43
2024/4/3,Jiangsu,66,128,-1
2024/4/3,Jilin,67,116,39
2024/4/3,Liaoning,159,265,36
2024/4/3,Shaanxi,67,118,-12
2024/4/3,Shandong,127,203,17
2024/4/3,Shanghai,157,286,-32
2024/4/3,Shenzhen,68,182,63
2024/4/3,Sichuan,100,257,17
2024/4/3,Yunnan,42,102,5
2024/4/3,Zhejiang,68,152,11
2024/4/4,Anhui,95,156,46
2024/4/4,Beijing,118,203,76
2024/4/4,Chongqing,25,43,16
2024/4/4,Fujian,23,73,14
2024/4/4,Guangdong,106,184,26
2024/4/4,Guangxi,62,106,-6
2024/4/4,Heilongjiang,100,165,48
2024/4/4,Henan,150,308,26
2024/4/4,Hubei,129,225,-16
2024/4/4,Hunan,106,217,92
2024/4/4,Jiangsu,93,216,94
2024/4/4,Jilin,15,43,9
2024/4/4,Liaoning,65,164,17
2024/4/4,Shaanxi,79,140,-14
2024/4/4,Shandong,27,61,28
2024/4/4,Shanghai,77,188,8
2024/4/4,Shenzhen,54,141,11
2024/4/4,Sichuan,113,153,21
2024/4/4,Yunnan,111,323,38
2024/4/4,Zhejiang,82,161,77
2024/4/5,Anhui,125,256,-5
2024/4/5,Beijing,148,283,56
2024/4/5,Chongqing,49,105,2
2024/4/5,Fujian,16,49,13
2024/4/5,Guangdong,86,241,46
2024/4/5,Guangxi,44,102,7
2024/4/5,Heilongjiang,91,228,30
2024/4/5,Henan,40,97,14
2024/4/5,Hubei,35,73,23
2024/4/5,Hunan,19,31,5
2024/4/5,Jiangsu,95,259,88
2024/4/5,Jilin,69,126,54
2024/4/5,Liaoning,57,122,35
2024/4/5,Shaanxi,86,129,12
2024/4/5,Shandong,77,194,13
2024/4/5,Shanghai,76,136,-13
2024/4/5,Shenzhen,69,193,36
2024/4/5,Sichuan,80,107,19
2024/4/5,Yunnan,134,201,21
2024/4/5,Zhejiang,139,288,14
2024/4/6,Anhui,34,95,41
2024/4/6,Beijing,65,141,2
2024/4/6,Chongqing,40,86,8
2024/4/6,Fujian,85,146,6
2024/4/6,Guangdong,128,228,-27
2024/4/6,Guangxi,76,178,13
2024/4/6,Heilongjiang,18,42,21
2024/4/6,Henan,72,205,44
2024/4/6,Hubei,30,59,19
2024/4/6,Hunan,94,166,-13
2024/4/6,Jiangsu,52,124,17
2024/4/6,Jilin,91,233,115
2024/4/6,Liaoning,155,267,61
2024/4/6,Shaanxi,95,154,5
2024/4/6,Shandong,100,217,100
2024/4/6,Shanghai,54,98,10
2024/4/6,Shenzhen,73,152,50
2024/4/6,Sichuan,164,317,-11
2024/4/6,Yunnan,26,58,7
2024/4/6,Zhejiang,43,65,16
2024/4/7,Anhui,61,143,3
2024/4/7,Beijing,149,213,63
2024/4/7,Chongqing,92,131,9
2024/4/7,Fujian,81,149,55
2024/4/7,Guangdong,77,140,-3
2024/4/7,Guangxi,72,196,24
2024/4/7,Heilongjiang,141,261,41
2024/4/7,Henan,40,56,15
2024/4/7,Hubei,60,109,-4
2024/4/7,Hunan,47,149,35
2024/4/7,Jiangsu,95,224,99
2024/4/7,Jilin,40,71,13
2024/4/7,Liaoning,100,144,39
2024/4/7,Shaanxi,67,164,72
2024/4/7,Shandong,53,139,61
2024/4/7,Shanghai,77,118,15
2024/4/7,Shenzhen,136,296,19
2024/4/7,Sichuan,112,261,12
2024/4/7,Yunnan,13,30,17
2024/4/7,Zhejiang,50,93,16
2024/4/8,Anhui,31,89,24
2024/4/8,Beijing,61,107,3
2024/4/8,Chongqing,53,142,67
2024/4/8,Fujian,106,197,21
2024/4/8,Guangdong,20,51,10
2024/4/8,Guangxi,102,145,43
2024/4/8,Heilongjiang,42,74,9
2024/4/8,Henan,147,221,9
2024/4/8,Hubei,92,291,33
2024/4/8,Hunan,123,210,49
2024/4/8,Jiangsu,130,199,52
2024/4/8,Jilin,111,228,92
2024/4/8,Liaoning,38,78,19
2024/4/8,Shaanxi,95,169,13
2024/4/8,Shandong,80,179,7
2024/4/8,Shanghai,97,271,53
2024/4/8,Shenzhen,145,246,61
2024/4/8,Sichuan,128,270,0
2024/4/8,Yunnan,61,82,21
2024/4/8,Zhejiang,147,259,79
2024/4/9,Anhui,110,163,14
2024/4/9,Beijing,101,155,12
2024/4/9,Chongqing,48,100,8
2024/4/9,Fujian,135,204,68
2024/4/9,Guangdong,89,187,-3
2024/4/9,Guangxi,62,130,29
2024/4/9,Heilongjiang,93,172,-12
2024/4/9,Henan,79,163,61
2024/4/9,Hubei,189,264,40
2024/4/9,Hunan,142,309,42
2024/4/9,Jiangsu,59,118,-3
2024/4/9,Jilin,115,260,111
2024/4/9,Liaoning,75,127,17
2024/4/9,Shaanxi,109,183,65
2024/4/9,Shandong,105,197,-4
2024/4/9,Shanghai,126,274,34
2024/4/9,Shenzhen,79,203,68
2024/4/9,Sichuan,76,210,60
2024/4/9,Yunnan,51,105,20
2024/4/9,Zhejiang,69,95,15
2024/4/10,Anhui,74,159,72
2024/4/10,Beijing,125,242,13
2024/4/10,Chongqing,55,98,-11
2024/4/10,Fujian,56,185,28
2024/4/10,Guangdong,72,180,34
2024/4/10,Guangxi,111,231,81
2024/4/10,Heilongjiang,86,178,19
2024/4/10,Henan,124,241,7
2024/4/10,Hubei,97,270,100
2024/4/10,Hunan,34,97,9
2024/4/10,Jiangsu,96,200,28
2024/4/10,Jilin,121,217,90
2024/4/10,Liaoning,45,88,3
2024/4/10,Shaanxi,69,139,-2
2024/4/10,Shandong,90,249,36
2024/4/10,Shanghai,95,229,67
2024/4/10,Shenzhen,44,67,6
2024/4/10,Sichuan,135,227,-14
2024/4/10,Yunnan,133,239,7
2024/4/10,Zhejiang,55,127,25
2024/4/11,Anhui,47,82,0
2024/4/11,Beijing,158,330,10
2024/4/11,Chongqing,32,52,-3
2024/4/11,Fujian,79,156,75
2024/4/11,Guangdong,119,191,59
2024/4/11,Guangxi,136,252,55
2024/4/11,Heilongjiang,148,285,-22
2024/4/11,Henan,30,75,9
2024/4/11,Hubei,59,86,13
2024/4/11,Hunan,30,68,36
2024/4/11,Jiangsu,78,204,64
2024/4/11,Jilin,129,276,76
2024/4/11,Liaoning,49,64,12
2024/4/11,Shaanxi,67,97,12
2024/4/11,Shandong,152,277,32
2024/4/11,Shanghai,40,91,8
2024/4/11,Shenzhen,44,95,-3
2024/4/11,Sichuan,38,77,3
2024/4/11,Yunnan,77,146,42
2024/4/11,Zhejiang,155,268,15
2024/4/12,Anhui,23,52,17
2024/4/12,Beijing,58,100,27
2024/4/12,Chongqing,61,111,-8
2024/4/12,Fujian,105,301,41
2024/4/12,Guangdong,51,133,9
2024/4/12,Guangxi,40,115,20
2024/4/12,Heilongjiang,195,293,3
2024/4/12,Henan,66,177,52
2024/4/12,Hubei,187,295,15
2024/4/12,Hunan,119,195,19
2024/4/12,Jiangsu,50,122,67
2024/4/12,Jilin,38,83,29
2024/4/12,Liaoning,91,147,30
2024/4/12,Shaanxi,15,38,13
2024/4/12,Shandong,45,114,29
2024/4/12,Shanghai,105,195,-19
2024/4/12,Shenzhen,86,213,54
2024/4/12,Sichuan,82,139,-6
2024/4/12,Yunnan,151,230,3
2024/4/12,Zhejiang,25,53,-1
2024/4/13,Anhui,169,257,7
2024/4/13,Beijing,106,233,66
2024/4/13,Chongqing,35,50,13
2024/4/13,Fujian,121,275,97
2024/4/13,Guangdong,65,134,26
2024/4/13,Guangxi,20,47,5
2024/4/13,Heilongjiang,58,145,79
2024/4/13,Henan,104,277,113
2024/4/13,Hubei,64,132,20
2024/4/13,Hunan,80,160,74
2024/4/13,Jiangsu,67,135,3
2024/4/13,Jilin,57,143,56
2024/4/13,Liaoning,62,134,71
2024/4/13,Shaanxi,19,33,-2
2024/4/13,Shandong,132,215,14
2024/4/13,Shanghai,49,90,-3
2024/4/13,Shenzhen,90,243,47
2024/4/13,Sichuan,133,203,27
2024/4/13,Yunnan,42,109,58
2024/4/13,Zhejiang,68,107,40
2024/4/14,Anhui,96,231,27
2024/4/14,Beijing,38,114,19
2024/4/14,Chongqing,45,84,16
2024/4/14,Fujian,37,66,9
2024/4/14,Guangdong,153,316,30
2024/4/14,Guangxi,31,55,6
2024/4/14,Heilongjiang,119,255,7
2024/4/14,Henan,38,69,-5
2024/4/14,Hubei,105,231,54
2024/4/14,Hunan,138,210,9
2024/4/14,Jiangsu,37,54,5
2024/4/14,Jilin,122,264,107
2024/4/14,Liaoning,67,213,50
2024/4/14,Shaanxi,121,213,7
2024/4/14,Shandong,91,148,35
2024/4/14,Shanghai,100,233,62
2024/4/14,Shenzhen,128,199,-2
2024/4/14,Sichuan,132,199,6
2024/4/14,Yunnan,38,71,24
2024/4/14,Zhejiang,149,276,60
2024/4/15,Anhui,16,31,14
2024/4/15,Beijing,98,191,14
2024/4/15,Chongqing,84,117,20
2024/4/15,Fujian,167,312,-21
2024/4/15,Guangdong,103,162,58
2024/4/15,Guangxi,194,295,7
2024/4/15,Heilongjiang,138,189,35
2024/4/15,Henan,17,51,8
2024/4/15,Hubei,89,210,122
2024/4/15,Hunan,121,261,18
2024/4/15,Jiangsu,27,54,20
2024/4/15,Jilin,52,105,11
2024/4/15,Liaoning,31,59,0
2024/4/15,Shaanxi,95,242,108
2024/4/15,Shandong,180,325,-22
2024/4/15,Shanghai,12,33,5
2024/4/15,Shenzhen,146,263,82
2024/4/15,Sichuan,123,230,65
2024/4/15,Yunnan,56,122,64
2024/4/15,Zhejiang,61,120,56
2024/4/16,Anhui,104,148,32
2024/4/16,Beijing,135,254,93
2024/4/16,Chongqing,14,45,7
2024/4/16,Fujian,20,37,6
2024/4/16,Guangdong,40,78,19
2024/4/16,Guangxi,22,37,4
2024/4/16,Heilongjiang,114,282,47
2024/4/16,Henan,39,106,17
2024/4/16,Hubei,43,113,22
2024/4/16,Hunan,153,210,27
2024/4/16,Jiangsu,82,124,24
2024/4/16,Jilin,87,182,44
2024/4/16,Liaoning,17,26,10
2024/4/16,Shaanxi,145,216,54
2024/4/16,Shandong,55,127,4
2024/4/16,Shanghai,70,165,40
2024/4/16,Shenzhen,83,212,18
2024/4/16,Sichuan,56,118,7
2024/4/16,Yunnan,79,190,89
2024/4/16,Zhejiang,69,112,34
2024/4/17,Anhui,48,108,19
2024/4/17,Beijing,134,237,-23
2024/4/17,Chongqing,19,59,15
2024/4/17,Fujian,131,204,6
2024/4/17,Guangdong,166,273,-6
2024/4/17,Guangxi,111,178,40
2024/4/17,Heilongjiang,87,289,51
2024/4/17,Henan,25,62,6
2024/4/17,Hubei,133,246,77
2024/4/17,Hunan,33,69,2
2024/4/17,Jiangsu,175,303,-34
2024/4/17,Jilin,80,248,67
2024/4/17,Liaoning,129,221,16
2024/4/17,Shaanxi,101,223,6
2024/4/17,Shandong,120,326,34
2024/4/17,Shanghai,67,139,73
2024/4/17,Shenzhen,40,80,23
2024/4/17,Sichuan,136,211,2
2024/4/17,Yunnan,41,82,36
2024/4/17,Zhejiang,164,233,25
2024/4/18,Anhui,63,92,23
2024/4/18,Beijing,89,235,73
2024/4/18,Chongqing,25,48,-2
2024/4/18,Fujian,65,117,-9
2024/4/18,Guangdong,136,267,22
2024/4/18,Guangxi,24,62,23
2024/4/18,Heilongjiang,152,260,15
2024/4/18,Henan,41,62,20
2024/4/18,Hubei,64,216,36
2024/4/18,Hunan,128,206,-10
2024/4/18,Jiangsu,32,62,9
2024/4/18,Jilin,102,179,10
2024/4/18,Liaoning,106,276,72
2024/4/18,Shaanxi,68,138,69
2024/4/18,Shandong,31,73,29
2024/4/18,Shanghai,67,183,13
2024/4/18,Shenzhen,76,158,54
2024/4/18,Sichuan,74,172,50
2024/4/18,Yunnan,120,237,72
2024/4/18,Zhejiang,33,77,22
2024/4/19,Anhui,104,252,11
2024/4/19,Beijing,28,72,19
2024/4/19,Chongqing,48,81,25
2024/4/19,Fujian,80,201,94
2024/4/19,Guangdong,101,203,62
2024/4/19,Guangxi,33,98,27
2024/4/19,Heilongjiang,47,141,44
2024/4/19,Henan,99,240,101
2024/4/19,Hubei,176,311,-7
2024/4/19,Hunan,179,277,3
2024/4/19,Jiangsu,18,37,8
2024/4/19,Jilin,86,184,56
2024/4/19,Liaoning,57,116,-3
2024/4/19,Shaanxi,21,39,13
2024/4/19,Shandong,51,160,31
2024/4/19,Shanghai,99,191,-8
2024/4/19,Shenzhen,24,40,16
2024/4/19,Sichuan,140,271,57
2024/4/19,Yunnan,112,217,-12
2024/4/19,Zhejiang,140,195,45
2024/4/20,Anhui,147,238,48
2024/4/20,Beijing,113,196,67
2024/4/20,Chongqing,182,312,-8
2024/4/20,Fujian,32,75,18
2024/4/20,Guangdong,132,303,43
2024/4/20,Guangxi,83,162,-10
2024/4/20,Heilongjiang,123,254,-7
2024/4/20,Henan,106,210,75
2024/4/20,Hubei,75,135,33
2024/4/20,Hunan,50,110,20
2024/4/20,Jiangsu,92,240,62
2024/4/20,Jilin,58,150,50
2024/4/20,Liaoning,66,158,43
2024/4/20,Shaanxi,178,265,33
2024/4/20,Shandong,51,168,25
2024/4/20,Shanghai,115,272,20
2024/4/20,Shenzhen,150,272,65
2024/4/20,Sichuan,132,182,36
2024/4/20,Yunnan,149,261,18
2024/4/20,Zhejiang,57,133,7
2024/4/21,Anhui,54,111,39
2024/4/21,Beijing,110,163,28
2024/4/21,Chongqing,24,40,15
2024/4/21,Fujian,49,112,6
2024/4/21,Guangdong,41,85,-1
2024/4/21,Guangxi,124,274,67
2024/4/21,Heilongjiang,39,108,22
