Date,Region,Air Shipment Cost,Sea Shipment Cost,Rail Shipment Cost
2024/6/20,Sichuan,5244,6104,2702
2024/6/21,Sichuan,6450,4979,7871
2024/6/22,Sichuan,1818,6953,3015
2024/6/23,Sichuan,4688,4532,1650
2024/6/24,Sichuan,5161,3537,2888
2024/6/25,Sichuan,5324,3439,5219
2024/6/26,Sichuan,5831,8183,3676
2024/6/27,Sichuan,4323,2786,8380
2024/6/28,Sichuan,7078,2970,8297
2024/6/29,Sichuan,3510,2245,8287
2024/1/1,Chongqing,7174,3703,4412
2024/1/2,Chongqing,5412,8830,2548
2024/1/3,Chongqing,4715,6828,5232
2024/1/4,Chongqing,4573,2100,6813
2024/1/5,Chongqing,7135,9448,7989
2024/1/6,Chongqing,6419,6622,2726
2024/1/7,Chongqing,5281,8293,1893
2024/1/8,Chongqing,5975,8823,3004
2024/1/9,Chongqing,6196,9748,4446
2024/1/10,Chongqing,4867,6220,7401
2024/1/11,Chongqing,4746,2322,3154
2024/1/12,Chongqing,6973,9330,2933
2024/1/13,Chongqing,5206,7273,3085
2024/1/14,Chongqing,5524,8029,8516
2024/1/15,Chongqing,3799,6832,4600
2024/1/16,Chongqing,6103,8201,3370
2024/1/17,Chongqing,7622,9842,1706
2024/1/18,Chongqing,2837,9968,7780
2024/1/19,Chongqing,1266,9471,2958
2024/1/20,Chongqing,3787,4249,8866
2024/1/21,Chongqing,4335,8193,1644
2024/1/22,Chongqing,2301,5386,1972
2024/1/23,Chongqing,2760,9042,7166
2024/1/24,Chongqing,2410,9039,8233
2024/1/25,Chongqing,6964,8646,4542
2024/1/26,Chongqing,6045,3322,4108
2024/1/27,Chongqing,6224,5251,2287
2024/1/28,Chongqing,3601,4073,6233
2024/1/29,Chongqing,3363,6529,3057
2024/1/30,Chongqing,6172,6312,6460
2024/1/31,Chongqing,6813,7514,8121
2024/2/1,Chongqing,7587,4051,7733
2024/2/2,Chongqing,7215,7603,7488
2024/2/3,Chongqing,5307,7531,6213
2024/2/4,Chongqing,7379,5450,5785
2024/2/5,Chongqing,7502,8675,2784
2024/2/6,Chongqing,6036,5904,7071
2024/2/7,Chongqing,4237,2415,4554
2024/2/8,Chongqing,2419,9992,7370
2024/2/9,Chongqing,6500,7849,8516
2024/2/10,Chongqing,2363,3481,4207
2024/2/11,Chongqing,6391,9173,2148
2024/2/12,Chongqing,3668,8149,3809
2024/2/13,Chongqing,7796,4813,1658
2024/2/14,Chongqing,7301,9109,6399
2024/2/15,Chongqing,6305,4789,7181
2024/2/16,Chongqing,3507,9672,6655
2024/2/17,Chongqing,6291,7987,7279
2024/2/18,Chongqing,4633,9958,7019
2024/2/19,Chongqing,2661,5820,6538
2024/2/20,Chongqing,6413,6114,7098
2024/2/21,Chongqing,5310,7405,5364
2024/2/22,Chongqing,1810,6437,4227
2024/2/23,Chongqing,4972,5179,2268
2024/2/24,Chongqing,7628,8605,4937
2024/2/25,Chongqing,4801,3239,3590
2024/2/26,Chongqing,3905,4109,3293
2024/2/27,Chongqing,5834,6347,2539
2024/2/28,Chongqing,6979,4983,4674
2024/3/1,Chongqing,2674,2803,3826
2024/3/2,Chongqing,3214,2605,2974
2024/3/3,Chongqing,5034,3400,8907
2024/3/4,Chongqing,2405,9645,6354
2024/3/5,Chongqing,6727,7647,6968
2024/3/6,Chongqing,4154,8160,4390
2024/3/7,Chongqing,7953,3505,4666
2024/3/8,Chongqing,1505,2418,2373
2024/3/9,Chongqing,4795,2705,7805
2024/3/10,Chongqing,4380,2877,5098
2024/3/11,Chongqing,5486,7481,6251
2024/3/12,Chongqing,6025,9287,7590
2024/3/13,Chongqing,7615,7142,5847
2024/3/14,Chongqing,1297,9173,6413
2024/3/15,Chongqing,5825,5764,2036
2024/3/16,Chongqing,4594,9398,1527
2024/3/17,Chongqing,7705,9383,5363
2024/3/18,Chongqing,3125,8096,1944
2024/3/19,Chongqing,3461,3948,2966
2024/3/20,Chongqing,3003,9169,3716
2024/3/21,Chongqing,3830,2076,8007
2024/3/22,Chongqing,6169,5066,4506
2024/3/23,Chongqing,4236,3333,7179
2024/3/24,Chongqing,3605,8902,2899
2024/3/25,Chongqing,6344,4387,3479
2024/3/26,Chongqing,3219,5038,8029
2024/3/27,Chongqing,2875,4061,4614
2024/3/28,Chongqing,4374,2412,5562
2024/3/29,Chongqing,2896,9625,5857
2024/3/30,Chongqing,2537,6247,2060
2024/3/31,Chongqing,2308,8429,6964
2024/4/1,Chongqing,3114,7025,3015
2024/4/2,Chongqing,6701,4139,6570
2024/4/3,Chongqing,4906,6553,6174
2024/4/4,Chongqing,5411,8206,2854
2024/4/5,Chongqing,2224,7408,6026
2024/4/6,Chongqing,7589,9798,6855
2024/4/7,Chongqing,3470,4660,4534
2024/4/8,Chongqing,5147,7285,8020
2024/4/9,Chongqing,4411,8894,6699
2024/4/10,Chongqing,3988,9222,1551
2024/4/11,Chongqing,5495,2575,1951
2024/4/12,Chongqing,2469,5880,3538
2024/4/13,Chongqing,1649,8254,4718
2024/4/14,Chongqing,4056,7567,7652
2024/4/15,Chongqing,4588,3776,7153
2024/4/16,Chongqing,6126,9242,2242
2024/4/17,Chongqing,1293,5684,1855
2024/4/18,Chongqing,6276,8840,4719
2024/4/19,Chongqing,1140,6915,3562
2024/4/20,Chongqing,5828,5734,7828
2024/4/21,Chongqing,2032,8817,6882
2024/4/22,Chongqing,5438,9074,2929
2024/4/23,Chongqing,6753,8128,7215
2024/4/24,Chongqing,5184,9531,3877
2024/4/25,Chongqing,2570,5362,5490
2024/4/26,Chongqing,3154,9136,8031
2024/4/27,Chongqing,3798,6503,8440
2024/4/28,Chongqing,4237,5866,2482
2024/4/29,Chongqing,1493,4091,7112
2024/4/30,Chongqing,1144,5159,7720
2024/5/1,Chongqing,4304,4221,8758
2024/5/2,Chongqing,2169,6646,7860
2024/5/3,Chongqing,7910,9317,4137
2024/5/4,Chongqing,4446,6286,6095
2024/5/5,Chongqing,5486,9293,4608
2024/5/6,Chongqing,7487,2343,7349
2024/5/7,Chongqing,3099,4740,2455
2024/5/8,Chongqing,5210,3853,5663
2024/5/9,Chongqing,2641,7999,3452
2024/5/10,Chongqing,5310,8446,3533
2024/5/11,Chongqing,3247,8412,5410
2024/5/12,Chongqing,3378,7042,8908
2024/5/13,Chongqing,1388,9466,4273
2024/5/14,Chongqing,1202,2464,4000
2024/5/15,Chongqing,3339,2967,4434
2024/5/16,Chongqing,2665,3448,3544
2024/5/17,Chongqing,6264,9252,2703
2024/5/18,Chongqing,1641,8282,1939
2024/5/19,Chongqing,2541,4020,8833
2024/5/20,Chongqing,6615,5597,6933
2024/5/21,Chongqing,3957,7056,5654
2024/5/22,Chongqing,4291,6245,7450
2024/5/23,Chongqing,2384,6782,3820
2024/5/24,Chongqing,4939,7237,6377
2024/5/25,Chongqing,3825,6032,8958
2024/5/26,Chongqing,6172,3732,8843
2024/5/27,Chongqing,4962,8562,4157
2024/5/28,Chongqing,1667,3957,8880
2024/5/29,Chongqing,6828,5251,2585
2024/5/30,Chongqing,6704,7649,4942
2024/5/31,Chongqing,2522,6627,6302
2024/6/1,Chongqing,1969,2858,7352
2024/6/2,Chongqing,2017,8504,6571
2024/6/3,Chongqing,7617,4909,5211
2024/6/4,Chongqing,6426,6716,5476
2024/6/5,Chongqing,2814,8094,7157
2024/6/6,Chongqing,7616,5424,3792
2024/6/7,Chongqing,3126,6368,5932
2024/6/8,Chongqing,7785,3276,5777
2024/6/9,Chongqing,5282,2790,3947
2024/6/10,Chongqing,5238,3705,5702
2024/6/11,Chongqing,1778,9378,5088
2024/6/12,Chongqing,3240,2624,5454
2024/6/13,Chongqing,1592,9856,2337
2024/6/14,Chongqing,1342,5041,8969
2024/6/15,Chongqing,3971,8426,5375
2024/6/16,Chongqing,1084,7350,2265
2024/6/17,Chongqing,1911,2051,3803
2024/6/18,Chongqing,3227,6322,2332
2024/6/19,Chongqing,3577,3399,3877
2024/6/20,Chongqing,1861,5447,6918
2024/6/21,Chongqing,6825,7206,4564
2024/6/22,Chongqing,5000,4741,5498
2024/6/23,Chongqing,5294,5652,6926
2024/6/24,Chongqing,5959,3563,5602
2024/6/25,Chongqing,6583,4286,1790
2024/6/26,Chongqing,5131,7572,3341
2024/6/27,Chongqing,4810,3450,4032
2024/6/28,Chongqing,7215,2973,3474
2024/6/29,Chongqing,2838,3942,2950
2024/1/1,Fujian,3811,8448,2648
2024/1/2,Fujian,6246,5482,7990
2024/1/3,Fujian,7881,9656,3062
2024/1/4,Fujian,5503,5810,7507
2024/1/5,Fujian,7574,6292,5620
2024/1/6,Fujian,6147,9141,4202
2024/1/7,Fujian,3273,9744,2216
2024/1/8,Fujian,7592,6631,4579
2024/1/9,Fujian,5943,6334,3026
2024/1/10,Fujian,6120,6937,5655
2024/1/11,Fujian,5872,9874,1631
2024/1/12,Fujian,4596,5140,3543
2024/1/13,Fujian,1350,3977,3828
2024/1/14,Fujian,7706,7858,8089
2024/1/15,Fujian,6687,2263,5008
2024/1/16,Fujian,5557,7259,7216
2024/1/17,Fujian,6094,9753,7092
2024/1/18,Fujian,6656,7087,3338
2024/1/19,Fujian,4622,2606,2737
2024/1/20,Fujian,5573,9329,4453
2024/1/21,Fujian,4990,3899,4265
2024/1/22,Fujian,4998,3131,4943
2024/1/23,Fujian,1448,3531,5107
2024/1/24,Fujian,6962,9583,4118
2024/1/25,Fujian,4261,7674,5342
2024/1/26,Fujian,2952,6373,2582
2024/1/27,Fujian,1906,2437,7718
2024/1/28,Fujian,4287,8559,3385
2024/1/29,Fujian,4951,9692,1785
2024/1/30,Fujian,3204,9124,4217
2024/1/31,Fujian,1710,8667,7742
2024/2/1,Fujian,4427,3894,1861
2024/2/2,Fujian,2988,8238,7988
2024/2/3,Fujian,3241,6112,7358
2024/2/4,Fujian,1561,8314,7942
2024/2/5,Fujian,4800,6509,7179
2024/2/6,Fujian,4246,9804,1914
2024/2/7,Fujian,5515,2968,5862
2024/2/8,Fujian,5898,8375,4347
2024/2/9,Fujian,5987,9504,8747
2024/2/10,Fujian,5845,7945,7931
2024/2/11,Fujian,4724,2841,5964
2024/2/12,Fujian,6395,7234,5765
2024/2/13,Fujian,2588,6583,3076
2024/2/14,Fujian,1533,8234,8345
2024/2/15,Fujian,3710,6430,3560
2024/2/16,Fujian,2813,7229,7686
2024/2/17,Fujian,2119,5124,5643
2024/2/18,Fujian,4373,3161,8401
2024/2/19,Fujian,4907,5683,8749
2024/2/20,Fujian,7419,7858,7544
2024/2/21,Fujian,3153,5506,7678
2024/2/22,Fujian,5534,3197,6365
2024/2/23,Fujian,5737,4694,2079
2024/2/24,Fujian,6623,4126,5142
2024/2/25,Fujian,3527,9760,3328
2024/2/26,Fujian,3088,8960,6938
2024/2/27,Fujian,4159,8345,6339
2024/2/28,Fujian,1086,2203,1656
2024/3/1,Fujian,5226,6750,5145
2024/3/2,Fujian,2258,5648,2571
2024/3/3,Fujian,3605,3487,5103
2024/3/4,Fujian,1906,4748,6350
2024/3/5,Fujian,7547,7264,4658
2024/3/6,Fujian,6884,2376,4947
2024/3/7,Fujian,5988,7612,7232
2024/3/8,Fujian,4474,7548,6735
2024/3/9,Fujian,1673,6567,4638
2024/3/10,Fujian,4070,2306,4401
2024/3/11,Fujian,2528,8679,6117
2024/3/12,Fujian,2267,2922,2314
2024/3/13,Fujian,1206,6994,4505
2024/3/14,Fujian,7369,6385,7409
2024/3/15,Fujian,6035,5276,8568
2024/3/16,Fujian,3206,5395,3001
2024/3/17,Fujian,6556,2624,4755
2024/3/18,Fujian,5732,4788,3031
2024/3/19,Fujian,3745,7084,2105
2024/3/20,Fujian,5361,7359,1667
2024/3/21,Fujian,7932,9056,2054
2024/3/22,Fujian,3613,2768,1654
2024/3/23,Fujian,6732,7909,5892
2024/3/24,Fujian,7372,7729,4736
2024/3/25,Fujian,2111,6955,8493
2024/3/26,Fujian,1762,9660,4899
2024/3/27,Fujian,2421,6934,4869
2024/3/28,Fujian,2366,4261,8679
2024/3/29,Fujian,4052,8673,7230
2024/3/30,Fujian,4456,2700,6545
2024/3/31,Fujian,1622,3398,5338
2024/4/1,Fujian,2487,9595,4523
2024/4/2,Fujian,3768,2525,3736
2024/4/3,Fujian,6478,8334,3789
2024/4/4,Fujian,7378,8572,3303
2024/4/5,Fujian,5356,6512,8408
2024/4/6,Fujian,1116,2117,2423
2024/4/7,Fujian,6279,8334,5110
2024/4/8,Fujian,3758,2589,4320
2024/4/9,Fujian,6842,7578,4600
2024/4/10,Fujian,3610,7758,3631
2024/4/11,Fujian,7140,2926,5682
2024/4/12,Fujian,5471,2186,1993
2024/4/13,Fujian,4142,5811,1543
2024/4/14,Fujian,7713,7750,4223
2024/4/15,Fujian,6654,3179,5238
2024/4/16,Fujian,4975,2143,2024
2024/4/17,Fujian,5389,2508,2727
2024/4/18,Fujian,4620,7110,2683
2024/4/19,Fujian,1568,4903,6522
2024/4/20,Fujian,1625,7787,4670
2024/4/21,Fujian,1866,2149,4316
2024/4/22,Fujian,7780,5619,3877
2024/4/23,Fujian,2375,4619,7957
2024/4/24,Fujian,6429,8804,4978
2024/4/25,Fujian,4344,8677,8895
2024/4/26,Fujian,7230,3129,2084
2024/4/27,Fujian,3804,3425,4952
2024/4/28,Fujian,2260,8370,8995
2024/4/29,Fujian,1089,8626,8891
2024/4/30,Fujian,1588,7132,2439
2024/5/1,Fujian,1129,6784,7915
2024/5/2,Fujian,4861,6368,2856
2024/5/3,Fujian,7072,5707,5631
2024/5/4,Fujian,7494,9422,3941
2024/5/5,Fujian,6512,7559,2368
2024/5/6,Fujian,3573,7367,2039
2024/5/7,Fujian,6486,8358,4140
2024/5/8,Fujian,7723,8680,8865
2024/5/9,Fujian,2971,4002,3666
2024/5/10,Fujian,1114,6968,3970
2024/5/11,Fujian,7413,7425,4317
2024/5/12,Fujian,1748,9120,3278
2024/5/13,Fujian,5000,2637,2874
2024/5/14,Fujian,2217,5436,5485
2024/5/15,Fujian,1590,4159,5269
2024/5/16,Fujian,3900,6126,4616
2024/5/17,Fujian,6916,6353,4182
2024/5/18,Fujian,4953,6040,4409
2024/5/19,Fujian,4505,8667,6133
2024/5/20,Fujian,3243,7268,3588
2024/5/21,Fujian,1077,8921,4343
2024/5/22,Fujian,5020,6482,8874
2024/5/23,Fujian,4677,2230,5092
2024/5/24,Fujian,2230,7513,6495
2024/5/25,Fujian,1222,8288,2446
2024/5/26,Fujian,7975,7588,6828
2024/5/27,Fujian,3011,3843,8080
2024/5/28,Fujian,3356,5369,2059
2024/5/29,Fujian,2249,9101,6377
2024/5/30,Fujian,7360,8063,7562
2024/5/31,Fujian,4500,7139,4659
2024/6/1,Fujian,7785,6326,6789
2024/6/2,Fujian,3245,9814,8739
2024/6/3,Fujian,4237,4402,8163
2024/6/4,Fujian,1411,6036,8238
2024/6/5,Fujian,4397,6136,2767
2024/6/6,Fujian,4888,6030,2055
2024/6/7,Fujian,3309,7499,8673
2024/6/8,Fujian,2876,7120,7652
2024/6/9,Fujian,4073,2289,8206
2024/6/10,Fujian,4878,5597,5490
2024/6/11,Fujian,5237,2263,4837
2024/6/12,Fujian,6358,9049,8638
2024/6/13,Fujian,4712,5979,8766
2024/6/14,Fujian,1544,8773,5872
2024/6/15,Fujian,3187,6980,4846
2024/6/16,Fujian,2706,2903,2429
2024/6/17,Fujian,2891,6464,2112
2024/6/18,Fujian,3886,7055,8846
2024/6/19,Fujian,1135,4526,7043
2024/6/20,Fujian,3398,7306,3567
2024/6/21,Fujian,5073,8571,2095
2024/6/22,Fujian,3134,6338,6828
2024/6/23,Fujian,1841,9063,2588
2024/6/24,Fujian,2441,6149,6512
2024/6/25,Fujian,1241,8023,4674
2024/6/26,Fujian,5447,6665,5844
2024/6/27,Fujian,6454,2556,7399
2024/6/28,Fujian,2805,8961,5638
2024/6/29,Fujian,1516,5478,6932
2024/1/1,Shandong,2586,5090,4281
2024/1/2,Shandong,2527,2144,5766
2024/1/3,Shandong,7864,7084,8579
2024/1/4,Shandong,2065,7009,4168
2024/1/5,Shandong,3732,5392,6040
2024/1/6,Shandong,2643,8378,8181
2024/1/7,Shandong,3643,5264,4019
2024/1/8,Shandong,5217,2648,5389
2024/1/9,Shandong,7745,4957,6767
2024/1/10,Shandong,6159,6480,6894
2024/1/11,Shandong,7258,6476,8729
2024/1/12,Shandong,4943,9577,7121
2024/1/13,Shandong,5796,3606,8427
2024/1/14,Shandong,5114,3957,8593
2024/1/15,Shandong,7942,9359,4804
2024/1/16,Shandong,1033,2035,2317
2024/1/17,Shandong,2713,2759,3346
2024/1/18,Shandong,5051,6880,1635
2024/1/19,Shandong,1483,9463,4629
2024/1/20,Shandong,7207,8014,7584
2024/1/21,Shandong,6983,8987,5531
2024/1/22,Shandong,7149,8050,5838
2024/1/23,Shandong,1839,3346,2388
2024/1/24,Shandong,4181,8220,3387
2024/1/25,Shandong,2693,3358,5931
2024/1/26,Shandong,5273,7982,3396
2024/1/27,Shandong,3086,3862,1525
2024/1/28,Shandong,7900,9615,8121
2024/1/29,Shandong,1012,9192,5208
2024/1/30,Shandong,1317,4243,7206
2024/1/31,Shandong,2482,5049,8726
2024/2/1,Shandong,7688,4298,4113
2024/2/2,Shandong,6207,5099,7307
2024/2/3,Shandong,1447,8133,5466
2024/2/4,Shandong,6209,9302,1732
2024/2/5,Shandong,6032,5615,5152
2024/2/6,Shandong,6672,6305,1985
2024/2/7,Shandong,6161,6402,5383
2024/2/8,Shandong,3974,7282,7962
2024/2/9,Shandong,5868,3552,4728
2024/2/10,Shandong,2280,9844,7362
2024/2/11,Shandong,7426,7203,2392
2024/2/12,Shandong,2828,9021,3468
2024/2/13,Shandong,2587,9327,3309
2024/2/14,Shandong,1446,3651,6353
2024/2/15,Shandong,2411,7581,8416
2024/2/16,Shandong,1152,6787,3258
2024/2/17,Shandong,4808,8591,7492
2024/2/18,Shandong,3731,7552,7018
2024/2/19,Shandong,6224,4982,1797
2024/2/20,Shandong,1394,9994,8017
2024/2/21,Shandong,1679,5168,7977
2024/2/22,Shandong,6721,6441,4482
2024/2/23,Shandong,5394,9506,3749
2024/2/24,Shandong,4647,9436,8447
2024/2/25,Shandong,7293,9596,3502
2024/2/26,Shandong,5413,8517,5834
2024/2/27,Shandong,4952,8798,1676
2024/2/28,Shandong,2425,9492,3686
2024/3/1,Shandong,7832,4320,5563
2024/3/2,Shandong,7383,6943,5697
2024/3/3,Shandong,4776,7794,8570
2024/3/4,Shandong,4242,3500,1994
2024/3/5,Shandong,3783,4262,6001
2024/3/6,Shandong,2991,6358,6283
2024/3/7,Shandong,7049,4565,2078
2024/3/8,Shandong,2373,5161,7454
2024/3/9,Shandong,3120,3467,7901
2024/3/10,Shandong,7230,2549,3236
2024/3/11,Shandong,6793,2445,2124
2024/3/12,Shandong,6635,3607,4110
2024/3/13,Shandong,4233,4143,3822
2024/3/14,Shandong,2581,8688,7904
2024/3/15,Shandong,6735,4320,7561
2024/3/16,Shandong,4711,6401,1599
2024/3/17,Shandong,6298,2144,8714
2024/3/18,Shandong,1852,3792,8351
2024/3/19,Shandong,2646,3511,3949
2024/3/20,Shandong,4678,9827,8055
2024/3/21,Shandong,2260,7611,8820
2024/3/22,Shandong,6181,2003,7273
2024/3/23,Shandong,5312,8946,7771
2024/3/24,Shandong,3783,8662,3457
2024/3/25,Shandong,5590,7219,6860
2024/3/26,Shandong,3408,6483,5176
2024/3/27,Shandong,1444,4961,8383
2024/3/28,Shandong,7092,4899,2721
2024/3/29,Shandong,2080,7346,2069
2024/3/30,Shandong,3318,2886,5151
2024/3/31,Shandong,3282,4883,4375
2024/4/1,Shandong,5696,2755,2042
2024/4/2,Shandong,2182,9304,6049
2024/4/3,Shandong,4174,5801,3576
2024/4/4,Shandong,1812,8077,3758
2024/4/5,Shandong,6524,4393,7560
2024/4/6,Shandong,5417,9817,8946
2024/4/7,Shandong,7394,9708,7899
2024/4/8,Shandong,2227,6954,7195
2024/4/9,Shandong,3030,5928,6023
2024/4/10,Shandong,1020,8193,2384
2024/4/11,Shandong,1326,5079,7421
2024/4/12,Shandong,2614,2841,3417
2024/4/13,Shandong,1508,5500,6313
2024/4/14,Shandong,3883,3263,8439
2024/4/15,Shandong,7453,6121,2994
2024/4/16,Shandong,4576,7486,1669
2024/4/17,Shandong,1120,6963,5762
2024/4/18,Shandong,7227,9884,2044
2024/4/19,Shandong,1536,5590,4914
2024/4/20,Shandong,6450,5722,1898
2024/4/21,Shandong,3143,2648,5092
2024/4/22,Shandong,7640,6417,2254
2024/4/23,Shandong,7288,4859,6050
2024/4/24,Shandong,7791,3982,3175
2024/4/25,Shandong,4791,4898,4989
2024/4/26,Shandong,4623,8921,8483
2024/4/27,Shandong,2899,5659,2016
2024/4/28,Shandong,1616,8032,6225
2024/4/29,Shandong,2640,7033,5773
2024/4/30,Shandong,6237,3752,3360
2024/5/1,Shandong,2447,8467,6149
2024/5/2,Shandong,1491,9796,2417
2024/5/3,Shandong,6714,9085,1880
2024/5/4,Shandong,3166,8883,7533
2024/5/5,Shandong,7590,5113,5995
2024/5/6,Shandong,6689,8375,6164
2024/5/7,Shandong,3531,6731,3024
2024/5/8,Shandong,5646,4274,5900
2024/5/9,Shandong,3084,3005,4559
2024/5/10,Shandong,1919,2862,2318
2024/5/11,Shandong,2681,8488,2140
2024/5/12,Shandong,3702,9888,8335
2024/5/13,Shandong,5315,4508,6435
2024/5/14,Shandong,1799,6187,6892
2024/5/15,Shandong,3015,4148,7249
2024/5/16,Shandong,3607,9195,3802
2024/5/17,Shandong,7369,9545,5503
2024/5/18,Shandong,4013,5718,6494
2024/5/19,Shandong,7415,5351,4770
2024/5/20,Shandong,2278,3703,5933
2024/5/21,Shandong,7575,2796,2165
2024/5/22,Shandong,6295,6876,5758
2024/5/23,Shandong,6792,8515,5126
2024/5/24,Shandong,4240,3070,7514
2024/5/25,Shandong,4589,5500,2824
2024/5/26,Shandong,5536,8269,6075
2024/5/27,Shandong,7552,6946,5961
2024/5/28,Shandong,7829,2084,2648
2024/5/29,Shandong,7643,4226,6593
2024/5/30,Shandong,2940,9108,5341
2024/5/31,Shandong,6632,5272,4178
2024/6/1,Shandong,7433,4277,8095
2024/6/2,Shandong,6867,8044,4885
2024/6/3,Shandong,6219,7744,7853
2024/6/4,Shandong,3826,2517,1519
2024/6/5,Shandong,1128,6128,8311
2024/6/6,Shandong,4402,6663,2053
2024/6/7,Shandong,7006,7097,2235
2024/6/8,Shandong,6591,2122,6030
2024/6/9,Shandong,7524,8692,3507
2024/6/10,Shandong,1237,2417,6420
2024/6/11,Shandong,1822,6589,4453
2024/6/12,Shandong,6757,6686,7716
2024/6/13,Shandong,5917,2230,2127
2024/6/14,Shandong,5754,7576,1982
2024/6/15,Shandong,1314,4157,6027
2024/6/16,Shandong,5173,7625,2943
2024/6/17,Shandong,1811,6339,4554
2024/6/18,Shandong,3339,4892,6773
2024/6/19,Shandong,3988,7844,6984
2024/6/20,Shandong,5876,8784,6391
2024/6/21,Shandong,4886,8109,3607
2024/6/22,Shandong,3697,3877,2837
2024/6/23,Shandong,7059,7496,1788
2024/6/24,Shandong,7067,4513,5928
2024/6/25,Shandong,4121,2420,8532
2024/6/26,Shandong,5033,4126,4558
2024/6/27,Shandong,7073,3766,2010
2024/6/28,Shandong,3108,5615,7940
2024/6/29,Shandong,7332,4729,7860
2024/1/1,Henan,5419,3010,1993
2024/1/2,Henan,5848,8871,8390
2024/1/3,Henan,1702,6612,5448
2024/1/4,Henan,4682,9937,6968
2024/1/5,Henan,1487,5719,5783
2024/1/6,Henan,2563,5578,2881
2024/1/7,Henan,5399,2209,4572
2024/1/8,Henan,4092,6192,1928
2024/1/9,Henan,4621,9479,5022
2024/1/10,Henan,7167,9889,6182
2024/1/11,Henan,2085,7984,7486
2024/1/12,Henan,7096,6812,7402
2024/1/13,Henan,2352,3861,4471
2024/1/14,Henan,2899,3881,2123
2024/1/15,Henan,5877,5897,8193
2024/1/16,Henan,4278,4430,3640
2024/1/17,Henan,5526,2126,7136
2024/1/18,Henan,1757,8155,2150
2024/1/19,Henan,3586,7032,3536
2024/1/20,Henan,1530,2709,3807
2024/1/21,Henan,4935,7562,3168
2024/1/22,Henan,7572,8276,7435
2024/1/23,Henan,3433,5966,4156
2024/1/24,Henan,6235,7158,1588
2024/1/25,Henan,3673,5067,8888
2024/1/26,Henan,2970,2907,4507
2024/1/27,Henan,3643,7759,3724
2024/1/28,Henan,1285,8602,4157
2024/1/29,Henan,7802,4485,7511
2024/1/30,Henan,7312,8995,5943
2024/1/31,Henan,1756,8333,3222
2024/2/1,Henan,5482,9061,3257
2024/2/2,Henan,1348,2482,1543
2024/2/3,Henan,3878,3526,7748
2024/2/4,Henan,6655,9923,7059
2024/2/5,Henan,5394,6221,5519
2024/2/6,Henan,4854,5572,4241
2024/2/7,Henan,2271,3144,2698
2024/2/8,Henan,4702,3662,5484
2024/2/9,Henan,6490,8063,6335
2024/2/10,Henan,4990,8134,3294
2024/2/11,Henan,5094,4844,4786
2024/2/12,Henan,5680,4957,3962
2024/2/13,Henan,6150,5836,4341
2024/2/14,Henan,7421,3330,7305
2024/2/15,Henan,3454,5551,2166
2024/2/16,Henan,3907,2707,5184
2024/2/17,Henan,7429,8881,4260
2024/2/18,Henan,1380,3469,3803
2024/2/19,Henan,4553,5317,2149
2024/2/20,Henan,3181,2102,8645
2024/2/21,Henan,2272,7996,7267
2024/2/22,Henan,7160,8870,3907
2024/2/23,Henan,4434,7038,4584
2024/2/24,Henan,5291,7700,8572
2024/2/25,Henan,4288,3151,8130
2024/2/26,Henan,2631,6579,7265
2024/2/27,Henan,4100,3671,3991
2024/2/28,Henan,3626,7164,1529
2024/3/1,Henan,1489,7591,2879
2024/3/2,Henan,4234,6485,8309
2024/3/3,Henan,3872,7608,8520
2024/3/4,Henan,5976,2701,4294
2024/3/5,Henan,7494,7642,6190
2024/3/6,Henan,3600,2636,8064
2024/3/7,Henan,7385,9419,6816
2024/3/8,Henan,3340,8014,8973
2024/3/9,Henan,3200,3008,8436
2024/3/10,Henan,1992,9589,8636
2024/3/11,Henan,3976,2209,6179
2024/3/12,Henan,1248,5790,8989
2024/3/13,Henan,4330,2935,1511
2024/3/14,Henan,4332,9991,6270
2024/3/15,Henan,6828,3635,1960
2024/3/16,Henan,7489,7034,7269
2024/3/17,Henan,1551,9943,4736
2024/3/18,Henan,1018,4579,2401
2024/3/19,Henan,6470,4138,8369
2024/3/20,Henan,4033,5145,2701
2024/3/21,Henan,2998,7331,6730
2024/3/22,Henan,3278,7164,2508
2024/3/23,Henan,3880,6850,3127
2024/3/24,Henan,4864,5215,4296
2024/3/25,Henan,7940,3619,8072
2024/3/26,Henan,1598,4132,2925
2024/3/27,Henan,6418,7052,2532
2024/3/28,Henan,5089,8865,5658
2024/3/29,Henan,1051,9182,8068
2024/3/30,Henan,6490,3070,6895
2024/3/31,Henan,1481,9032,2138
2024/4/1,Henan,6289,8529,7192
2024/4/2,Henan,7380,6316,5525
2024/4/3,Henan,2870,7812,6317
2024/4/4,Henan,7397,7782,4006
2024/4/5,Henan,1026,5110,2308
2024/4/6,Henan,3377,6111,4430
2024/4/7,Henan,3115,2402,8410
2024/4/8,Henan,1138,4186,8886
2024/4/9,Henan,7939,2177,4726
2024/4/10,Henan,2136,4579,5843
2024/4/11,Henan,3265,8390,4208
2024/4/12,Henan,6790,7381,6558
2024/4/13,Henan,4105,7384,7210
2024/4/14,Henan,1668,8231,6288
2024/4/15,Henan,1503,5560,2062
2024/4/16,Henan,1371,5916,5051
2024/4/17,Henan,1276,6858,7585
2024/4/18,Henan,7007,5711,7348
2024/4/19,Henan,1050,8926,2401
2024/4/20,Henan,6522,8410,6523
2024/4/21,Henan,1268,4184,8729
