Date,Region,Air Shipment Cost,Sea Shipment Cost,Rail Shipment Cost
2025/2/20,Sichuan,1540,4439,8297
2025/2/21,Sichuan,5258,2178,6851
2025/2/22,Sichuan,3944,4113,6400
2025/2/23,Sichuan,3810,8399,8656
2025/2/24,Sichuan,4287,3095,4485
2025/2/25,Sichuan,1307,5035,8701
2025/2/26,Sichuan,2689,3434,2396
2025/2/27,Sichuan,1919,9687,3518
2025/2/28,Sichuan,7592,6048,4507
2025/2/29,Sichuan,3561,4120,4972
2024/9/1,Chongqing,5271,3093,6347
2024/9/2,Chongqing,4146,2107,2210
2024/9/3,Chongqing,2867,9679,7529
2024/9/4,Chongqing,4028,3407,2669
2024/9/5,Chongqing,5110,2582,2500
2024/9/6,Chongqing,6603,2600,7339
2024/9/7,Chongqing,7164,4540,2777
2024/9/8,Chongqing,2405,8299,5035
2024/9/9,Chongqing,6820,5865,3502
2024/9/10,Chongqing,5105,2672,7499
2024/9/11,Chongqing,4493,3377,3343
2024/9/12,Chongqing,6093,8291,7971
2024/9/13,Chongqing,1969,4537,3373
2024/9/14,Chongqing,4780,4374,5644
2024/9/15,Chongqing,2783,3158,8542
2024/9/16,Chongqing,6561,6636,7113
2024/9/17,Chongqing,3018,3301,3308
2024/9/18,Chongqing,5412,3915,4066
2024/9/19,Chongqing,5317,4890,7609
2024/9/20,Chongqing,4797,4436,7465
2024/9/21,Chongqing,6247,6143,4076
2024/9/22,Chongqing,6716,5572,7933
2024/9/23,Chongqing,2016,7235,1894
2024/9/24,Chongqing,2070,2977,7584
2024/9/25,Chongqing,2596,9393,4876
2024/9/26,Chongqing,1372,7742,3125
2024/9/27,Chongqing,1662,2771,7737
2024/9/28,Chongqing,4602,3769,3304
2024/9/29,Chongqing,1525,4821,7080
2024/9/30,Chongqing,2186,5463,7244
2024/9/31,Chongqing,1968,3942,8555
2024/10/1,Chongqing,7870,7915,5369
2024/10/2,Chongqing,1614,8478,8313
2024/10/3,Chongqing,5731,9472,4119
2024/10/4,Chongqing,4918,3100,5047
2024/10/5,Chongqing,3981,6629,7373
2024/10/6,Chongqing,3983,5660,4412
2024/10/7,Chongqing,4505,7785,6206
2024/10/8,Chongqing,1283,4943,7318
2024/10/9,Chongqing,1064,2958,6918
2024/10/10,Chongqing,7482,5772,4253
2024/10/11,Chongqing,4869,8194,5408
2024/10/12,Chongqing,7728,9865,7621
2024/10/13,Chongqing,7001,9784,3554
2024/10/14,Chongqing,6902,5510,1520
2024/10/15,Chongqing,6341,8646,7894
2024/10/16,Chongqing,5936,7665,3621
2024/10/17,Chongqing,5040,3913,3319
2024/10/18,Chongqing,4736,4050,3145
2024/10/19,Chongqing,4375,4649,3406
2024/10/20,Chongqing,7207,7449,5919
2024/10/21,Chongqing,1036,2928,4729
2024/10/22,Chongqing,1890,4783,3048
2024/10/23,Chongqing,5390,4726,7857
2024/10/24,Chongqing,2510,6198,6903
2024/10/25,Chongqing,2639,6714,3738
2024/10/26,Chongqing,4723,7968,6984
2024/10/27,Chongqing,6210,7317,2351
2024/10/28,Chongqing,6563,3483,5340
2024/11/1,Chongqing,6546,4337,7082
2024/11/2,Chongqing,3165,5367,4850
2024/11/3,Chongqing,3205,8399,4317
2024/11/4,Chongqing,7015,7115,2952
2024/11/5,Chongqing,3942,9716,2847
2024/11/6,Chongqing,5127,6514,8111
2024/11/7,Chongqing,7773,9550,7521
2024/11/8,Chongqing,4046,2913,3213
2024/11/9,Chongqing,7593,8586,4431
2024/11/10,Chongqing,7999,8708,3517
2024/11/11,Chongqing,4414,4859,4081
2024/11/12,Chongqing,6867,4878,7871
2024/11/13,Chongqing,3829,7807,5374
2024/11/14,Chongqing,1250,6105,3307
2024/11/15,Chongqing,2251,6364,1660
2024/11/16,Chongqing,5745,4267,7501
2024/11/17,Chongqing,2871,6833,2835
2024/11/18,Chongqing,5656,6349,3542
2024/11/19,Chongqing,3365,2265,7127
2024/11/20,Chongqing,4818,2866,7958
2024/11/21,Chongqing,7830,4530,7767
2024/11/22,Chongqing,6067,6499,2863
2024/11/23,Chongqing,3125,5520,7213
2024/11/24,Chongqing,4422,3672,8539
2024/11/25,Chongqing,3256,7489,8253
2024/11/26,Chongqing,4601,7778,4074
2024/11/27,Chongqing,5385,5256,2709
2024/11/28,Chongqing,1079,3193,7587
2024/11/29,Chongqing,3154,7145,1691
2024/11/30,Chongqing,2883,8603,2639
2024/11/31,Chongqing,5109,7409,7930
2024/12/1,Chongqing,1902,7373,7621
2024/12/2,Chongqing,6190,6920,1926
2024/12/3,Chongqing,5395,3031,6899
2024/12/4,Chongqing,6158,6431,6928
2024/12/5,Chongqing,4315,3771,4529
2024/12/6,Chongqing,1424,5735,6386
2024/12/7,Chongqing,6965,9922,1608
2024/12/8,Chongqing,2757,4189,6237
2024/12/9,Chongqing,2794,2361,6648
2024/12/10,Chongqing,2314,5248,8112
2024/12/11,Chongqing,7718,5198,1792
2024/12/12,Chongqing,7533,4768,4620
2024/12/13,Chongqing,2544,5559,2588
2024/12/14,Chongqing,7412,7314,8222
2024/12/15,Chongqing,5248,9670,3612
2024/12/16,Chongqing,2767,3744,8413
2024/12/17,Chongqing,3271,5666,5973
2024/12/18,Chongqing,6482,4893,5211
2024/12/19,Chongqing,7456,8441,3674
2024/12/20,Chongqing,7858,7367,3843
2024/12/21,Chongqing,7076,7066,7408
2024/12/22,Chongqing,5846,2448,6011
2024/12/23,Chongqing,4005,8549,1540
2024/12/24,Chongqing,2184,7877,3188
2024/12/25,Chongqing,6063,8652,4151
2024/12/26,Chongqing,5382,4497,5138
2024/12/27,Chongqing,1636,9347,2064
2024/12/28,Chongqing,6653,8223,3289
2024/12/29,Chongqing,3343,6595,2243
2024/12/30,Chongqing,5160,8594,6447
2025/1/1,Chongqing,6474,3510,3929
2025/1/2,Chongqing,6601,6379,7289
2025/1/3,Chongqing,3906,5433,6339
2025/1/4,Chongqing,1514,9311,8094
2025/1/5,Chongqing,1302,6783,5343
2025/1/6,Chongqing,6123,5553,7995
2025/1/7,Chongqing,5829,8319,8314
2025/1/8,Chongqing,3573,8681,7834
2025/1/9,Chongqing,4074,7814,3945
2025/1/10,Chongqing,7244,5226,6533
2025/1/11,Chongqing,7043,9591,5921
2025/1/12,Chongqing,4315,7854,6726
2025/1/13,Chongqing,1245,6069,2626
2025/1/14,Chongqing,1163,2467,6660
2025/1/15,Chongqing,2672,3213,2529
2025/1/16,Chongqing,7747,2470,4000
2025/1/17,Chongqing,2169,5008,6995
2025/1/18,Chongqing,5376,7619,8697
2025/1/19,Chongqing,4654,9202,5186
2025/1/20,Chongqing,2267,6180,5611
2025/1/21,Chongqing,5876,2124,6173
2025/1/22,Chongqing,7453,6282,8357
2025/1/23,Chongqing,3178,9712,6670
2025/1/24,Chongqing,4927,6708,8022
2025/1/25,Chongqing,6229,3839,4024
2025/1/26,Chongqing,7480,2413,3021
2025/1/27,Chongqing,1958,7917,4141
2025/1/28,Chongqing,7976,2853,5092
2025/1/29,Chongqing,5146,9181,4637
2025/1/30,Chongqing,6508,7063,6076
2025/1/31,Chongqing,1653,5280,4227
2025/2/1,Chongqing,1323,9792,7643
2025/2/2,Chongqing,7641,9589,7960
2025/2/3,Chongqing,6209,4800,6812
2025/2/4,Chongqing,3957,7768,8120
2025/2/5,Chongqing,3965,2855,1706
2025/2/6,Chongqing,6477,6431,4740
2025/2/7,Chongqing,6725,4123,6510
2025/2/8,Chongqing,7593,3285,1576
2025/2/9,Chongqing,6909,2186,4161
2025/2/10,Chongqing,2170,3893,5212
2025/2/11,Chongqing,3646,8123,8953
2025/2/12,Chongqing,5594,6105,5783
2025/2/13,Chongqing,5297,7966,5652
2025/2/14,Chongqing,5761,3696,8180
2025/2/15,Chongqing,2172,6998,7345
2025/2/16,Chongqing,4472,5766,5280
2025/2/17,Chongqing,4685,7077,3209
2025/2/18,Chongqing,1577,4246,8450
2025/2/19,Chongqing,6910,2328,4634
2025/2/20,Chongqing,2942,3745,2187
2025/2/21,Chongqing,2250,4598,3885
2025/2/22,Chongqing,6953,6921,5536
2025/2/23,Chongqing,4367,6287,3763
2025/2/24,Chongqing,2630,4765,6505
2025/2/25,Chongqing,1653,5469,5513
2025/2/26,Chongqing,1338,2721,2470
2025/2/27,Chongqing,6775,2451,7388
2025/2/28,Chongqing,1659,8976,4912
2025/2/29,Chongqing,3747,6142,8563
2024/9/1,Fujian,1350,8658,2662
2024/9/2,Fujian,7902,6516,7707
2024/9/3,Fujian,4694,7746,5659
2024/9/4,Fujian,6227,7249,6431
2024/9/5,Fujian,4464,5471,2358
2024/9/6,Fujian,3656,2238,5567
2024/9/7,Fujian,6551,7809,8170
2024/9/8,Fujian,7645,2975,8786
2024/9/9,Fujian,4220,8060,8714
2024/9/10,Fujian,2098,7323,1560
2024/9/11,Fujian,6633,6118,2129
2024/9/12,Fujian,2852,3289,3388
2024/9/13,Fujian,1677,4664,8777
2024/9/14,Fujian,5376,6721,6538
2024/9/15,Fujian,7246,9342,6775
2024/9/16,Fujian,4660,8746,8888
2024/9/17,Fujian,6251,4931,1761
2024/9/18,Fujian,4137,5026,5103
2024/9/19,Fujian,1740,2252,6701
2024/9/20,Fujian,1610,3440,8470
2024/9/21,Fujian,7777,7087,6013
2024/9/22,Fujian,7410,2228,1924
2024/9/23,Fujian,7525,3301,3631
2024/9/24,Fujian,5919,6799,7239
2024/9/25,Fujian,2173,5741,8423
2024/9/26,Fujian,7655,7338,8704
2024/9/27,Fujian,4613,2210,7836
2024/9/28,Fujian,4731,9892,5985
2024/9/29,Fujian,1975,6022,5596
2024/9/30,Fujian,4867,4926,4309
2024/9/31,Fujian,6494,4747,2430
2024/10/1,Fujian,2485,7922,3633
2024/10/2,Fujian,1618,5841,5157
2024/10/3,Fujian,2730,8445,7138
2024/10/4,Fujian,2632,6295,4552
2024/10/5,Fujian,6106,4037,4133
2024/10/6,Fujian,2064,2105,2580
2024/10/7,Fujian,7095,8279,4851
2024/10/8,Fujian,2292,5335,7849
2024/10/9,Fujian,6042,5033,5819
2024/10/10,Fujian,6785,5268,5442
2024/10/11,Fujian,5146,2871,1717
2024/10/12,Fujian,7483,4213,8219
2024/10/13,Fujian,5298,3786,8730
2024/10/14,Fujian,2475,2362,4809
2024/10/15,Fujian,1551,7822,2804
2024/10/16,Fujian,6714,5372,3718
2024/10/17,Fujian,4428,9216,2787
2024/10/18,Fujian,2132,2489,2407
2024/10/19,Fujian,7630,4072,7355
2024/10/20,Fujian,5967,2531,4032
2024/10/21,Fujian,4993,3653,4092
2024/10/22,Fujian,1137,8188,7746
2024/10/23,Fujian,1050,9026,7100
2024/10/24,Fujian,4313,8437,6123
2024/10/25,Fujian,1254,2609,6099
2024/10/26,Fujian,2297,9102,3205
2024/10/27,Fujian,4501,7743,2078
2024/10/28,Fujian,4830,6627,4161
2024/11/1,Fujian,2559,8079,1598
2024/11/2,Fujian,7855,3147,8368
2024/11/3,Fujian,3619,3669,6459
2024/11/4,Fujian,3376,6473,5047
2024/11/5,Fujian,3506,2402,7160
2024/11/6,Fujian,1190,5815,8993
2024/11/7,Fujian,4895,3818,5877
2024/11/8,Fujian,2880,9580,1599
2024/11/9,Fujian,2576,3475,3055
2024/11/10,Fujian,1644,4354,8788
2024/11/11,Fujian,3775,3104,8343
2024/11/12,Fujian,5779,3260,5101
2024/11/13,Fujian,5394,8302,7765
2024/11/14,Fujian,6945,5016,5249
2024/11/15,Fujian,6547,9695,5785
2024/11/16,Fujian,1075,2848,6932
2024/11/17,Fujian,1194,4779,1618
2024/11/18,Fujian,3586,4416,3390
2024/11/19,Fujian,6920,4759,2614
2024/11/20,Fujian,5938,6066,4297
2024/11/21,Fujian,5976,9202,3126
2024/11/22,Fujian,3955,9951,3886
2024/11/23,Fujian,7248,9305,6739
2024/11/24,Fujian,1811,4147,8283
2024/11/25,Fujian,5477,8641,2859
2024/11/26,Fujian,7575,3225,2505
2024/11/27,Fujian,7848,8717,7834
2024/11/28,Fujian,4947,3652,7471
2024/11/29,Fujian,2259,2164,3784
2024/11/30,Fujian,6895,7264,7317
2024/11/31,Fujian,5711,2106,3432
2024/12/1,Fujian,4398,5061,5180
2024/12/2,Fujian,5099,2194,3820
2024/12/3,Fujian,4232,9073,5851
2024/12/4,Fujian,2495,5745,7456
2024/12/5,Fujian,6709,2403,3399
2024/12/6,Fujian,5420,2626,6061
2024/12/7,Fujian,5739,2802,2237
2024/12/8,Fujian,2702,6370,4746
2024/12/9,Fujian,1903,7330,7465
2024/12/10,Fujian,1777,2381,8162
2024/12/11,Fujian,4262,7457,4282
2024/12/12,Fujian,1409,8172,2875
2024/12/13,Fujian,1231,8543,3004
2024/12/14,Fujian,3756,8888,5757
2024/12/15,Fujian,1855,2732,7304
2024/12/16,Fujian,7020,2963,3666
2024/12/17,Fujian,7946,4900,2180
2024/12/18,Fujian,5907,4553,3758
2024/12/19,Fujian,1345,4169,6333
2024/12/20,Fujian,3455,6086,3536
2024/12/21,Fujian,1687,5739,7409
2024/12/22,Fujian,1120,5715,2424
2024/12/23,Fujian,7556,2725,6551
2024/12/24,Fujian,3443,4890,3937
2024/12/25,Fujian,5925,9148,2299
2024/12/26,Fujian,5707,5289,8350
2024/12/27,Fujian,4932,9360,2752
2024/12/28,Fujian,4195,9332,6609
2024/12/29,Fujian,1313,7522,2072
2024/12/30,Fujian,2839,8687,7902
2025/1/1,Fujian,4307,5864,8528
2025/1/2,Fujian,1112,4750,7601
2025/1/3,Fujian,7486,5394,3190
2025/1/4,Fujian,3680,6128,6670
2025/1/5,Fujian,2998,5735,3300
2025/1/6,Fujian,4022,7753,8221
2025/1/7,Fujian,5233,5983,7556
2025/1/8,Fujian,5579,8564,4146
2025/1/9,Fujian,7066,7153,5047
2025/1/10,Fujian,4526,6096,6576
2025/1/11,Fujian,7010,3254,2667
2025/1/12,Fujian,7845,4800,3607
2025/1/13,Fujian,7714,3724,8759
2025/1/14,Fujian,7907,7659,5029
2025/1/15,Fujian,7707,2801,6711
2025/1/16,Fujian,1941,2909,4700
2025/1/17,Fujian,4598,7730,2425
2025/1/18,Fujian,3051,4184,2860
2025/1/19,Fujian,5157,8531,2825
2025/1/20,Fujian,1997,6753,4203
2025/1/21,Fujian,7832,8296,6102
2025/1/22,Fujian,1496,9038,6868
2025/1/23,Fujian,1940,8328,3386
2025/1/24,Fujian,5365,2430,6198
2025/1/25,Fujian,1435,3066,2712
2025/1/26,Fujian,7249,6252,8689
2025/1/27,Fujian,1867,8135,8196
2025/1/28,Fujian,4654,6038,4370
2025/1/29,Fujian,4330,5666,1882
2025/1/30,Fujian,2032,7679,1502
2025/1/31,Fujian,5859,9059,3261
2025/2/1,Fujian,7566,4335,1647
2025/2/2,Fujian,2848,5406,5609
2025/2/3,Fujian,1801,9764,4506
2025/2/4,Fujian,1354,3005,5827
2025/2/5,Fujian,7878,7080,7106
2025/2/6,Fujian,6803,4432,2190
2025/2/7,Fujian,1369,2737,1850
2025/2/8,Fujian,1851,4029,3326
2025/2/9,Fujian,6782,8311,4291
2025/2/10,Fujian,4008,8030,4827
2025/2/11,Fujian,7317,3208,2837
2025/2/12,Fujian,3268,4041,2469
2025/2/13,Fujian,1509,4905,8653
2025/2/14,Fujian,3338,3439,3756
2025/2/15,Fujian,2452,8841,5376
2025/2/16,Fujian,6162,4331,5258
2025/2/17,Fujian,2747,4030,8954
2025/2/18,Fujian,1373,4817,6253
2025/2/19,Fujian,6099,5560,7575
2025/2/20,Fujian,1784,6171,4062
2025/2/21,Fujian,5350,6845,4121
2025/2/22,Fujian,7997,5720,4529
2025/2/23,Fujian,4825,6580,5610
2025/2/24,Fujian,5944,2189,4778
2025/2/25,Fujian,3147,5336,7863
2025/2/26,Fujian,6600,5906,8332
2025/2/27,Fujian,6877,6849,3166
2025/2/28,Fujian,5727,6783,3376
2025/2/29,Fujian,3599,7781,8548
2024/9/1,Shandong,2112,4578,7518
2024/9/2,Shandong,3042,3020,7229
2024/9/3,Shandong,6124,9036,3040
2024/9/4,Shandong,6772,9389,5516
2024/9/5,Shandong,1522,2190,2593
2024/9/6,Shandong,1503,9380,6542
2024/9/7,Shandong,1864,8670,4144
2024/9/8,Shandong,5847,9085,5762
2024/9/9,Shandong,3271,4801,2493
2024/9/10,Shandong,7137,9651,8680
2024/9/11,Shandong,1892,4824,6905
2024/9/12,Shandong,3866,9399,1729
2024/9/13,Shandong,6093,9671,8807
2024/9/14,Shandong,4694,5302,8398
2024/9/15,Shandong,3556,4932,7227
2024/9/16,Shandong,4056,9698,7104
2024/9/17,Shandong,6902,4350,8696
2024/9/18,Shandong,5024,9877,4878
2024/9/19,Shandong,7308,6782,7793
2024/9/20,Shandong,2283,4482,3558
2024/9/21,Shandong,1625,5569,6343
2024/9/22,Shandong,6519,5346,3655
2024/9/23,Shandong,7251,8289,8261
2024/9/24,Shandong,5103,2222,1772
2024/9/25,Shandong,5315,5293,5378
2024/9/26,Shandong,6944,4347,8572
2024/9/27,Shandong,6001,5479,6864
2024/9/28,Shandong,1321,7714,8608
2024/9/29,Shandong,7624,7361,8694
2024/9/30,Shandong,6695,9568,7757
2024/9/31,Shandong,6003,6470,1915
2024/10/1,Shandong,6827,4952,8483
2024/10/2,Shandong,4882,6079,5470
2024/10/3,Shandong,3329,6360,4996
2024/10/4,Shandong,4401,8419,1865
2024/10/5,Shandong,7158,5317,8032
2024/10/6,Shandong,2686,6590,3261
2024/10/7,Shandong,6899,5591,1830
2024/10/8,Shandong,2608,7011,5349
2024/10/9,Shandong,3191,6119,4649
2024/10/10,Shandong,1315,2051,7915
2024/10/11,Shandong,3201,5050,8593
2024/10/12,Shandong,3097,6212,4691
2024/10/13,Shandong,4672,8165,7957
2024/10/14,Shandong,6864,7304,3935
2024/10/15,Shandong,2611,7406,2188
2024/10/16,Shandong,1813,2414,8331
2024/10/17,Shandong,3731,5864,1615
2024/10/18,Shandong,4227,7148,6782
2024/10/19,Shandong,3929,4431,6509
2024/10/20,Shandong,1852,5235,7378
2024/10/21,Shandong,4012,4660,1551
2024/10/22,Shandong,6899,7651,6293
2024/10/23,Shandong,4939,8082,7729
2024/10/24,Shandong,5289,3522,4150
2024/10/25,Shandong,4312,6739,8435
2024/10/26,Shandong,5453,5350,2767
2024/10/27,Shandong,5500,8032,6564
2024/10/28,Shandong,2066,5397,6088
2024/11/1,Shandong,3601,5558,5649
2024/11/2,Shandong,7849,4216,3153
2024/11/3,Shandong,2178,6834,2700
2024/11/4,Shandong,5749,5452,3879
2024/11/5,Shandong,2054,5810,4427
2024/11/6,Shandong,1481,2554,3147
2024/11/7,Shandong,4063,4270,7789
2024/11/8,Shandong,6435,5253,7901
2024/11/9,Shandong,5595,6209,7671
2024/11/10,Shandong,1201,5700,4451
2024/11/11,Shandong,1625,3111,2064
2024/11/12,Shandong,2984,2438,6675
2024/11/13,Shandong,4461,2628,3946
2024/11/14,Shandong,2550,8467,3511
2024/11/15,Shandong,3824,5659,6365
2024/11/16,Shandong,1377,4834,8771
2024/11/17,Shandong,2792,9251,5898
2024/11/18,Shandong,4243,6976,3947
2024/11/19,Shandong,4456,5558,4535
2024/11/20,Shandong,3189,6724,2926
2024/11/21,Shandong,5010,4190,7109
2024/11/22,Shandong,6466,9259,4331
2024/11/23,Shandong,3065,3490,4843
2024/11/24,Shandong,7939,8710,1559
2024/11/25,Shandong,6528,7542,5797
2024/11/26,Shandong,2495,5626,2353
2024/11/27,Shandong,4201,3609,2156
2024/11/28,Shandong,1567,2122,5192
2024/11/29,Shandong,4088,8271,7097
2024/11/30,Shandong,4062,6287,4404
2024/11/31,Shandong,2496,7854,5744
2024/12/1,Shandong,4048,8451,4803
2024/12/2,Shandong,1763,9734,4564
2024/12/3,Shandong,6881,3904,3512
2024/12/4,Shandong,4052,8557,7564
2024/12/5,Shandong,5199,9051,2830
2024/12/6,Shandong,7429,5172,2529
2024/12/7,Shandong,2921,5108,6735
2024/12/8,Shandong,1783,3532,7876
2024/12/9,Shandong,4446,5151,8753
2024/12/10,Shandong,7827,9308,4289
2024/12/11,Shandong,2276,8567,1616
2024/12/12,Shandong,1098,5931,5998
2024/12/13,Shandong,1759,7515,7937
2024/12/14,Shandong,6529,4938,8096
2024/12/15,Shandong,4312,4201,4154
2024/12/16,Shandong,2485,2997,3492
2024/12/17,Shandong,4471,9024,5130
2024/12/18,Shandong,3359,8038,7629
2024/12/19,Shandong,1453,2084,7005
2024/12/20,Shandong,4240,6680,3204
2024/12/21,Shandong,3763,6257,4847
2024/12/22,Shandong,3410,5715,3523
2024/12/23,Shandong,4070,3017,4317
2024/12/24,Shandong,4658,2775,5754
2024/12/25,Shandong,5148,6609,3368
2024/12/26,Shandong,5609,2519,7064
2024/12/27,Shandong,1783,7926,3018
2024/12/28,Shandong,1816,8724,8354
2024/12/29,Shandong,6699,8799,1982
2024/12/30,Shandong,3581,5839,2772
2025/1/1,Shandong,2278,3053,5351
2025/1/2,Shandong,1082,7414,7531
2025/1/3,Shandong,2689,2196,3550
2025/1/4,Shandong,3636,8978,8928
2025/1/5,Shandong,3027,9137,4783
2025/1/6,Shandong,1636,4243,2468
2025/1/7,Shandong,7472,2042,4402
2025/1/8,Shandong,7413,2778,7584
2025/1/9,Shandong,2151,6638,5086
2025/1/10,Shandong,6373,6476,8910
2025/1/11,Shandong,2733,3582,7497
2025/1/12,Shandong,2465,3348,5732
2025/1/13,Shandong,7825,5811,6619
2025/1/14,Shandong,5212,7803,7649
2025/1/15,Shandong,2487,7914,2325
2025/1/16,Shandong,7033,2278,8104
2025/1/17,Shandong,3070,4606,4948
2025/1/18,Shandong,4954,5221,5841
2025/1/19,Shandong,6572,6857,8675
2025/1/20,Shandong,6613,7264,8948
2025/1/21,Shandong,6453,5917,6988
2025/1/22,Shandong,2522,6766,8791
2025/1/23,Shandong,5043,7730,6425
2025/1/24,Shandong,7746,2578,3828
2025/1/25,Shandong,6583,5964,8879
2025/1/26,Shandong,7898,4360,5626
2025/1/27,Shandong,7945,3278,7695
2025/1/28,Shandong,4300,4789,3495
2025/1/29,Shandong,4445,4263,4415
2025/1/30,Shandong,1077,7941,4137
2025/1/31,Shandong,4437,6999,2433
2025/2/1,Shandong,7845,8611,7704
2025/2/2,Shandong,3543,7572,7984
2025/2/3,Shandong,3603,2229,5431
2025/2/4,Shandong,7549,2043,6030
2025/2/5,Shandong,4236,7985,8536
2025/2/6,Shandong,7652,9411,3289
2025/2/7,Shandong,4018,8465,6449
2025/2/8,Shandong,1963,4105,3212
2025/2/9,Shandong,5998,8995,6639
2025/2/10,Shandong,1470,8318,5346
2025/2/11,Shandong,2341,7069,8157
2025/2/12,Shandong,4218,6761,1898
2025/2/13,Shandong,1238,9244,6897
2025/2/14,Shandong,1560,5853,6614
2025/2/15,Shandong,7357,8128,7134
2025/2/16,Shandong,2323,8828,8291
2025/2/17,Shandong,7141,3514,2689
2025/2/18,Shandong,2901,3068,3504
2025/2/19,Shandong,2787,5622,1681
2025/2/20,Shandong,5077,8309,7417
2025/2/21,Shandong,2437,9053,5614
2025/2/22,Shandong,1237,6008,8298
2025/2/23,Shandong,5625,3525,1509
2025/2/24,Shandong,3626,8178,2874
2025/2/25,Shandong,6442,6946,1848
2025/2/26,Shandong,1224,4489,8495
2025/2/27,Shandong,7039,9866,7325
2025/2/28,Shandong,3871,7943,6148
2025/2/29,Shandong,5547,8453,6660
2024/9/1,Henan,7600,3205,8377
2024/9/2,Henan,4501,5582,8763
2024/9/3,Henan,3167,3644,8631
2024/9/4,Henan,2271,8072,7010
2024/9/5,Henan,6995,2250,8518
2024/9/6,Henan,5128,5529,6668
2024/9/7,Henan,1309,7721,8301
2024/9/8,Henan,4944,7333,3868
2024/9/9,Henan,2810,9590,8068
2024/9/10,Henan,1142,9614,5001
2024/9/11,Henan,5080,4748,8813
2024/9/12,Henan,1790,2971,2392
2024/9/13,Henan,6586,5591,5550
2024/9/14,Henan,5249,2425,3464
2024/9/15,Henan,3056,2827,5091
2024/9/16,Henan,4881,9086,3626
2024/9/17,Henan,7883,8015,2286
2024/9/18,Henan,4794,2195,3287
2024/9/19,Henan,4519,3900,6978
2024/9/20,Henan,4480,5421,5574
2024/9/21,Henan,3183,7178,4517
2024/9/22,Henan,4306,6515,7202
2024/9/23,Henan,6830,7018,6434
2024/9/24,Henan,4138,8258,4647
2024/9/25,Henan,7017,2588,4671
2024/9/26,Henan,4629,7863,7652
2024/9/27,Henan,3654,3547,7940
2024/9/28,Henan,4483,7624,7614
2024/9/29,Henan,1730,5809,3988
2024/9/30,Henan,2588,5067,2746
2024/9/31,Henan,2419,8569,5826
2024/10/1,Henan,3182,9439,3597
2024/10/2,Henan,5778,2513,2171
2024/10/3,Henan,5361,4365,1513
2024/10/4,Henan,2384,3746,3219
2024/10/5,Henan,3368,3030,7248
2024/10/6,Henan,7283,9973,3882
2024/10/7,Henan,5090,3757,7231
2024/10/8,Henan,5737,4944,4961
2024/10/9,Henan,1048,8264,4459
2024/10/10,Henan,6873,9349,5941
2024/10/11,Henan,3232,3366,4354
2024/10/12,Henan,5138,4269,6126
2024/10/13,Henan,7694,4234,2199
2024/10/14,Henan,7003,3537,5770
2024/10/15,Henan,7342,4762,6491
2024/10/16,Henan,4165,7489,3071
2024/10/17,Henan,4196,9759,1582
2024/10/18,Henan,7458,8099,5053
2024/10/19,Henan,1040,6903,5934
2024/10/20,Henan,3957,2360,2766
2024/10/21,Henan,3620,2687,1887
2024/10/22,Henan,3844,6344,8125
2024/10/23,Henan,2450,8737,2902
2024/10/24,Henan,1936,7856,4675
2024/10/25,Henan,4462,8590,3688
2024/10/26,Henan,5041,4908,2513
2024/10/27,Henan,7684,7283,3618
2024/10/28,Henan,7234,6204,3429
2024/11/1,Henan,2667,6552,4621
2024/11/2,Henan,7385,4634,5984
2024/11/3,Henan,4630,3086,6892
2024/11/4,Henan,3478,6938,1709
2024/11/5,Henan,5914,9386,3384
2024/11/6,Henan,7953,8488,2649
2024/11/7,Henan,3731,8764,1662
2024/11/8,Henan,6714,2347,6784
2024/11/9,Henan,2366,7073,7128
2024/11/10,Henan,1445,8332,5518
2024/11/11,Henan,3065,8481,7263
2024/11/12,Henan,5427,4054,3862
2024/11/13,Henan,6215,6030,7619
2024/11/14,Henan,6722,5676,2934
2024/11/15,Henan,3126,7504,5914
2024/11/16,Henan,5757,7737,3472
2024/11/17,Henan,3401,7011,4010
2024/11/18,Henan,7824,3792,3417
2024/11/19,Henan,6219,7050,7252
2024/11/20,Henan,7737,5485,6137
2024/11/21,Henan,1971,9145,4232
2024/11/22,Henan,4212,2511,6092
2024/11/23,Henan,4416,4496,2086
2024/11/24,Henan,7392,9224,5994
2024/11/25,Henan,2703,9299,7586
2024/11/26,Henan,3557,9651,4456
2024/11/27,Henan,7324,2061,2553
2024/11/28,Henan,3599,5527,7211
2024/11/29,Henan,1190,4919,7967
2024/11/30,Henan,1293,6202,8786
2024/11/31,Henan,2073,3585,4273
2024/12/1,Henan,2728,3944,8467
2024/12/2,Henan,3984,3608,4199
2024/12/3,Henan,7219,9413,4362
2024/12/4,Henan,7512,9367,7972
2024/12/5,Henan,5651,8282,5612
2024/12/6,Henan,4933,2016,7301
2024/12/7,Henan,7335,8263,2060
2024/12/8,Henan,7696,7224,4540
2024/12/9,Henan,5800,4693,1948
2024/12/10,Henan,4757,2376,4154
2024/12/11,Henan,4615,9736,4261
2024/12/12,Henan,5491,4411,5358
2024/12/13,Henan,5082,5342,8362
2024/12/14,Henan,3490,6293,4516
2024/12/15,Henan,6644,3587,2217
2024/12/16,Henan,6094,9582,7157
2024/12/17,Henan,7553,8823,1733
2024/12/18,Henan,6094,4430,2155
2024/12/19,Henan,3782,8668,4783
2024/12/20,Henan,1410,8425,8279
2024/12/21,Henan,4696,2886,4892
